,TimeStep,Vehicle_ID,_X,_Y,_Angle,_Pos,_Speed,_Lane,_Slope
44,8.00,8,6550.59,10147.56,132.02,5.10,0.00,-288088613#0_0,0.00
45,9.00,0,10078.04,16768.54,166.07,97.57,17.52,288088612#0_0,0.00
46,9.00,1,7213.38,13337.21,232.86,74.04,14.67,-347355524#0_0,0.00
47,9.00,2,514.97,10017.35,64.22,59.96,13.73,347355524#0_0,0.00
48,9.00,3,7071.21,14015.01,177.86,51.06,13.47,602247752_0,0.00
49,9.00,4,15211.42,15286.65,270.00,32.51,8.92,-803864266_0,0.00
50,9.00,5,13620.38,26.48,337.64,27.97,9.12,-288088612#6_0,0.00
51,9.00,6,20868.46,19630.29,226.95,14.84,5.22,-1002123620#6_0,0.00
52,9.00,7,10545.34,12213.52,177.41,11.10,4.24,288088612#5_0,0.00
53,9.00,8,6551.87,10146.40,132.02,6.83,1.73,-288088613#0_0,0.00
54,9.00,9,24163.18,13386.37,254.40,5.10,0.00,347355525#0_0,0.00
55,10.00,0,10082.21,16751.71,166.07,114.91,17.34,288088612#0_0,0.00
56,10.00,1,7199.61,13326.79,232.86,91.31,17.27,-347355524#0_0,0.00
57,10.00,2,528.87,10024.07,64.22,75.40,15.44,347355524#0_0,0.00
58,10.00,3,7071.68,14000.11,178.85,65.97,14.91,602247752_0,0.00
59,10.00,4,15200.41,15286.65,270.00,43.52,11.01,-803864266_0,0.00
60,10.00,5,13615.98,37.16,337.64,39.53,11.55,-288088612#6_0,0.00
61,10.00,6,20863.41,19625.58,226.95,21.74,6.90,-1002123620#6_0,0.00
62,10.00,7,10545.62,12207.33,177.41,17.30,6.20,288088612#5_0,0.00
63,10.00,8,6554.53,10144.00,132.02,10.41,3.58,-288088613#0_0,0.00
64,10.00,9,24161.37,13385.86,254.40,6.98,1.88,347355525#0_0,0.00
65,11.00,0,10086.41,16734.79,166.07,132.34,17.43,288088612#0_0,0.00
66,11.00,1,7184.22,13315.13,232.86,110.62,19.31,-347355524#0_0,0.00
67,11.00,11,9416.93,17462.23,90.76,5.10,0.00,-347355525#6_0,0.00
68,11.00,2,543.97,10031.36,64.22,92.17,16.77,347355524#0_0,0.00
69,11.00,3,7071.70,13985.23,179.92,80.85,14.88,602247752_0,0.00
70,11.00,4,15187.69,15286.18,264.64,56.27,12.75,-803864266_0,0.00
71,11.00,5,13610.84,49.64,337.64,53.02,13.50,-288088612#6_0,0.00
72,11.00,6,20856.70,19619.31,226.95,30.93,9.19,-1002123620#6_0,0.00
73,11.00,7,10546.01,12198.71,177.41,25.93,8.63,288088612#5_0,0.00
74,11.00,8,6558.83,10140.13,132.02,16.20,5.79,-288088613#0_0,0.00
75,11.00,9,24157.69,13384.84,254.40,10.80,3.82,347355525#0_0,0.00
76,12.00,0,10090.52,16718.24,166.07,149.40,17.06,288088612#0_0,0.00
77,12.00,1,7168.55,13303.26,232.86,130.28,19.66,-347355524#0_0,0.00
78,12.00,10,24163.18,13386.37,254.40,5.10,0.00,347355525#0_0,0.00
79,12.00,11,9419.45,17462.20,90.76,7.62,2.52,-347355525#6_0,0.00
80,12.00,12,9401.93,17451.62,186.54,5.10,0.00,803874779#0_0,0.00
81,12.00,2,561.10,10039.64,64.22,111.19,19.02,347355524#0_0,0.00
82,12.00,3,7071.73,13970.46,179.92,95.62,14.77,602247752_0,0.00
83,12.00,4,15174.02,15284.31,262.18,70.06,13.80,-803864266_0,0.00
84,12.00,5,13605.99,61.57,338.24,65.90,12.88,-288088612#6_0,0.00
85,12.00,6,20848.39,19611.55,226.95,42.29,11.36,-1002123620#6_0,0.00
86,12.00,7,10546.47,12188.67,177.41,35.98,10.05,288088612#5_0,0.00
87,12.00,8,6564.44,10135.07,132.02,23.75,7.55,-288088613#0_0,0.00
88,12.00,9,24151.67,13383.15,254.40,17.05,6.25,347355525#0_0,0.00
89,13.00,0,10094.41,16702.18,166.69,165.92,16.52,288088612#0_0,0.00
90,13.00,1,7152.61,13291.19,232.86,150.27,19.99,-347355524#0_0,0.00
91,13.00,10,24161.43,13385.88,254.40,6.91,1.81,347355525#0_0,0.00
92,13.00,11,9423.60,17462.14,90.76,11.77,4.15,-347355525#6_0,0.00
93,13.00,12,9401.73,17449.91,186.54,6.83,1.73,803874779#0_0,0.00
94,13.00,13,8845.03,11724.08,257.50,5.10,0.00,-229938465#2_0,0.00
95,13.00,2,579.77,10048.66,64.22,131.92,20.73,347355524#0_0,0.00
96,13.00,3,7071.75,13955.69,179.92,110.39,14.77,602247752_0,0.00
97,13.00,4,15160.35,15281.97,260.26,83.94,13.87,-803864266_0,0.00
98,13.00,5,13600.89,74.40,338.30,79.71,13.81,-288088612#6_0,0.00
99,13.00,6,20838.28,19602.10,226.95,56.14,13.84,-1002123620#6_0,0.00
100,13.00,7,10546.99,12177.22,177.41,47.44,11.46,288088612#5_0,0.00
101,13.00,8,6571.59,10128.63,132.02,33.37,9.62,-288088613#0_0,0.00
102,13.00,9,24143.93,13380.99,254.40,25.09,8.04,347355525#0_0,0.00
103,14.00,0,10098.45,16685.11,166.69,183.46,17.54,288088612#0_0,0.00
104,14.00,1,7136.00,13278.61,232.86,171.11,20.84,-347355524#0_0,0.00
105,14.00,10,24157.28,13384.72,254.40,11.23,4.31,347355525#0_0,0.00
106,14.00,11,9429.30,17462.07,90.76,17.47,5.70,-347355525#6_0,0.00
107,14.00,12,9401.27,17445.92,186.54,10.84,4.01,803874779#0_0,0.00
108,14.00,13,8843.40,11723.72,257.50,6.77,1.67,-229938465#2_0,0.00
109,14.00,14,12071.01,16648.40,287.63,5.10,0.00,347355525#6_0,0.00
110,14.00,2,599.87,10058.37,64.22,154.25,22.32,347355524#0_0,0.00
111,14.00,3,7071.77,13941.95,179.92,124.13,13.74,602247752_0,0.00
112,14.00,4,15147.30,15277.87,252.19,97.62,13.68,-803864266_0,0.00
113,14.00,5,13595.89,86.95,338.30,93.21,13.50,-288088612#6_0,0.00
114,14.00,6,20826.56,19591.16,226.95,72.17,16.03,-1002123620#6_0,0.00
115,14.00,7,10547.56,12164.27,177.59,60.41,12.96,288088612#5_0,0.00
116,14.00,8,6580.66,10120.46,132.02,45.58,12.20,-288088613#0_0,0.00
117,14.00,9,24134.32,13378.50,256.52,35.02,9.93,347355525#0_0,0.00
118,15.00,0,10102.50,16667.97,166.69,201.08,17.62,288088612#0_0,0.00
119,15.00,1,7119.86,13266.38,232.86,191.36,20.25,-347355524#0_0,0.00
120,15.00,10,24151.08,13382.99,254.40,17.66,6.44,347355525#0_0,0.00
121,15.00,11,9437.53,17461.91,91.13,25.70,8.23,-347355525#6_0,0.00
122,15.00,12,9400.31,17439.40,188.51,17.43,6.59,803874779#0_0,0.00
123,15.00,13,8839.93,11722.95,257.50,10.32,3.56,-229938465#2_0,0.00
124,15.00,14,12069.30,16648.95,287.63,6.89,1.79,347355525#6_0,0.00
125,15.00,15,24163.18,13386.37,254.40,5.10,0.00,347355525#0_0,0.00
126,15.00,2,619.03,10067.62,64.22,175.52,21.27,347355524#0_0,0.00
127,15.00,3,7071.79,13927.06,179.92,139.02,14.89,602247752_0,0.00
128,15.00,4,15134.32,15273.70,252.19,111.25,13.63,-803864266_0,0.00
129,15.00,5,13590.77,99.81,338.30,107.06,13.85,-288088612#6_0,0.00
130,15.00,6,20813.02,19578.51,226.95,90.69,18.52,-1002123620#6_0,0.00
131,15.00,7,10548.09,12149.64,177.90,75.04,14.64,288088612#5_0,0.00
132,15.00,8,6590.70,10111.41,132.02,59.10,13.52,-288088613#0_0,0.00
133,15.00,9,24123.24,13376.60,260.24,46.26,11.25,347355525#0_0,0.00
134,16.00,0,10106.34,16651.74,166.69,217.76,16.68,288088612#0_0,0.00
135,16.00,1,7103.33,13253.86,232.86,212.10,20.74,-347355524#0_0,0.00
136,16.00,10,24142.75,13380.67,254.40,26.31,8.65,347355525#0_0,0.00
137,16.00,11,9447.37,17461.72,91.13,35.54,9.84,-347355525#6_0,0.00
138,16.00,12,9399.07,17431.12,188.51,25.80,8.37,803874779#0_0,0.00
139,16.00,13,8834.65,11721.78,257.50,15.73,5.41,-229938465#2_0,0.00
140,16.00,14,12065.59,16650.13,287.63,10.78,3.90,347355525#6_0,0.00
141,16.00,15,24161.09,13385.79,254.40,7.27,2.17,347355525#0_0,0.00
142,16.00,16,467.08,9974.29,97.69,5.10,0.00,229938465#1_0,0.00
143,16.00,2,638.16,10076.86,64.22,196.77,21.25,347355524#0_0,0.00
144,16.00,3,7071.81,13913.15,179.92,152.94,13.91,602247752_0,0.00
145,16.00,4,15121.28,15269.51,252.19,124.95,13.69,-803864266_0,0.00
146,16.00,5,13586.06,111.65,338.30,119.80,12.74,-288088612#6_0,0.00
147,16.00,6,20798.23,19564.69,226.95,110.94,20.25,-1002123620#6_0,0.00
148,16.00,7,10548.61,12135.64,177.90,89.05,14.01,288088612#5_0,0.00
149,16.00,8,6601.99,10101.24,132.02,74.29,15.20,-288088613#0_0,0.00
150,16.00,9,24110.38,13374.38,260.24,59.31,13.04,347355525#0_0,0.00
151,17.00,0,10110.29,16635.07,166.69,234.88,17.13,288088612#0_0,0.00
152,17.00,1,7086.80,13241.34,232.86,232.83,20.73,-347355524#0_0,0.00
153,17.00,10,24131.93,13378.09,259.36,37.45,11.14,347355525#0_0,0.00
154,17.00,11,9459.08,17461.49,91.13,47.26,11.72,-347355525#6_0,0.00
155,17.00,12,9397.58,17421.14,188.51,35.89,10.09,803874779#0_0,0.00
156,17.00,13,8827.94,11720.29,257.50,22.61,6.88,-229938465#2_0,0.00
157,17.00,14,12060.52,16651.74,287.63,16.11,5.32,347355525#6_0,0.00
158,17.00,15,24157.42,13384.76,254.40,11.08,3.81,347355525#0_0,0.00
159,17.00,16,469.56,9973.95,97.69,7.60,2.50,229938465#1_0,0.00
160,17.00,17,7308.40,13396.40,128.13,5.10,0.00,-500298205_0,0.00
161,17.00,2,657.83,10086.30,64.56,218.59,21.82,347355524#0_0,0.00
162,17.00,3,7072.21,13898.12,178.31,167.97,15.03,602247752_0,0.00
163,17.00,4,15108.79,15265.50,252.19,138.06,13.12,-803864266_0,0.00
164,17.00,5,13581.31,123.59,338.30,132.65,12.85,-288088612#6_0,0.00
165,17.00,6,20782.35,19549.86,226.95,132.66,21.72,-1002123620#6_0,0.00
166,17.00,7,10549.15,12120.89,177.90,103.82,14.77,288088612#5_0,0.00
167,17.00,8,6614.57,10089.90,132.02,91.23,16.94,-288088613#0_0,0.00
168,17.00,9,24095.54,13371.83,260.24,74.37,15.07,347355525#0_0,0.00
169,18.00,0,10114.10,16618.95,166.69,251.45,16.57,288088612#0_0,0.00
170,18.00,1,7070.86,13229.26,232.86,252.83,20.00,-347355524#0_0,0.00
171,18.00,10,24119.65,13375.98,260.24,49.91,12.46,347355525#0_0,0.00
172,18.00,11,9472.66,17461.22,91.13,60.84,13.59,-347355525#6_0,0.00
173,18.00,12,9395.92,17409.61,187.71,47.54,11.65,803874779#0_0,0.00
174,18.00,13,8818.80,11718.26,257.50,31.97,9.36,-229938465#2_0,0.00
175,18.00,14,12053.26,16654.04,287.63,23.73,7.62,347355525#6_0,0.00
176,18.00,15,24151.44,13383.09,254.40,17.29,6.21,347355525#0_0,0.00
177,18.00,16,473.36,9973.44,97.69,11.43,3.83,229938465#1_0,0.00
178,18.00,17,7310.04,13395.12,128.13,7.18,2.08,-500298205_0,0.00
179,18.00,18,15239.70,15306.04,271.35,5.10,0.00,347355525#3_0,0.00
180,18.00,2,677.45,10095.63,64.56,240.31,21.72,347355524#0_0,0.00
181,18.00,3,7072.63,13883.76,178.31,182.33,14.36,602247752_0,0.00
182,18.00,4,15096.38,15261.52,252.19,151.10,13.04,-803864266_0,0.00
183,18.00,5,13576.51,135.66,338.30,145.64,12.99,-288088612#6_0,0.00
184,18.00,6,20766.06,19534.64,226.95,154.96,22.30,-1002123620#6_0,0.00
185,18.00,7,10549.68,12106.53,177.90,118.18,14.36,288088612#5_0,0.00
186,18.00,8,6628.72,10077.16,132.02,110.26,19.04,-288088613#0_0,0.00
187,18.00,9,24078.64,13368.92,260.24,91.52,17.14,347355525#0_0,0.00
188,19.00,0,10118.06,16602.22,166.69,268.64,17.19,288088612#0_0,0.00
189,19.00,1,7054.88,13217.16,232.86,272.87,20.04,-347355524#0_0,0.00
190,19.00,10,24106.00,13373.63,260.24,63.76,13.85,347355525#0_0,0.00
191,19.00,11,9488.79,17460.90,91.13,76.97,16.13,-347355525#6_0,0.00
192,19.00,12,9394.49,17396.36,186.18,60.87,13.33,803874779#0_0,0.00
193,19.00,13,8807.80,11715.82,257.50,43.24,11.26,-229938465#2_0,0.00
194,19.00,14,12044.62,16656.79,287.63,32.79,9.07,347355525#6_0,0.00
195,19.00,15,24143.12,13380.77,254.40,25.92,8.63,347355525#0_0,0.00
196,19.00,16,478.58,9973.88,84.43,16.74,5.31,229938465#1_0,0.00
197,19.00,17,7313.70,13392.24,128.13,11.84,4.66,-500298205_0,0.00
198,19.00,18,15237.72,15306.09,271.35,7.08,1.98,347355525#3_0,0.00
199,19.00,19,11814.30,15022.92,260.49,5.10,0.00,500298202_0,0.00
200,19.00,2,696.88,10104.87,64.56,261.83,21.52,347355524#0_0,0.00
201,19.00,3,7073.06,13869.04,178.31,197.06,14.73,602247752_0,0.00
202,19.00,4,15083.45,15257.36,252.19,164.68,13.58,-803864266_0,0.00
203,19.00,5,13571.67,147.80,338.30,158.70,13.07,-288088612#6_0,0.00
204,19.00,6,20749.34,19519.02,226.95,177.84,22.88,-1002123620#6_0,0.00
205,19.00,7,10550.18,12092.78,177.90,131.94,13.77,288088612#5_0,0.00
206,19.00,8,6643.60,10063.74,132.02,130.30,20.04,-288088613#0_0,0.00
207,19.00,9,24061.10,13365.91,260.24,109.31,17.79,347355525#0_0,0.00
208,20.00,0,10122.01,16585.52,166.69,285.81,17.16,288088612#0_0,0.00
209,20.00,1,7038.63,13204.85,232.86,293.26,20.39,-347355524#0_0,0.00
210,20.00,10,24090.04,13370.89,260.24,79.95,16.19,347355525#0_0,0.00
211,20.00,11,9507.17,17459.04,96.54,95.46,18.49,-347355525#6_0,0.00
212,20.00,12,9392.79,17380.67,186.18,76.65,15.78,803874779#0_0,0.00
213,20.00,13,8794.27,11712.83,257.50,57.09,13.86,-229938465#2_0,0.00
214,20.00,14,12034.06,16660.14,287.63,43.87,11.08,347355525#6_0,0.00
215,20.00,15,24132.53,13378.19,258.65,36.84,10.92,347355525#0_0,0.00
216,20.00,16,485.18,9975.28,78.02,23.49,6.75,229938465#1_0,0.00
217,20.00,17,7318.44,13388.52,128.13,17.86,6.02,-500298205_0,0.00
218,20.00,18,15233.53,15306.19,271.35,11.27,4.19,347355525#3_0,0.00
219,20.00,19,11811.79,15022.50,260.49,7.65,2.55,500298202_0,0.00
220,20.00,2,717.00,10114.44,64.56,284.10,22.28,347355524#0_0,0.00
221,20.00,20,4451.66,14889.67,40.03,5.10,0.00,290273433#0_0,0.00
222,20.00,3,7073.48,13854.76,178.31,211.35,14.29,602247752_0,0.00
223,20.00,4,15071.03,15253.37,252.19,177.72,13.04,-803864266_0,0.00
224,20.00,5,13566.91,159.76,338.30,171.58,12.87,-288088612#6_0,0.00
225,20.00,6,20732.73,19503.51,226.95,200.57,22.73,-1002123620#6_0,0.00
226,20.00,7,10550.69,12079.00,177.90,145.73,13.79,288088612#5_0,0.00
227,20.00,8,6658.75,10050.32,131.13,150.54,20.24,-288088613#0_0,0.00
228,20.00,9,24042.70,13362.74,260.24,127.99,18.68,347355525#0_0,0.00
229,21.00,0,10125.94,16568.88,166.69,302.90,17.09,288088612#0_0,0.00
230,21.00,1,7022.22,13192.42,232.86,313.85,20.59,-347355524#0_0,0.00
231,21.00,10,24072.48,13367.86,260.24,97.77,17.82,347355525#0_0,0.00
232,21.00,11,9527.28,17456.74,96.54,115.70,20.24,-347355525#6_0,0.00
233,21.00,12,9391.03,17364.44,186.18,92.98,16.33,803874779#0_0,0.00
234,21.00,13,8778.29,11709.28,257.50,73.46,16.37,-229938465#2_0,0.00
235,21.00,14,12021.13,16664.25,287.63,57.44,13.57,347355525#6_0,0.00
236,21.00,15,24119.29,13375.92,260.24,50.27,13.43,347355525#0_0,0.00
237,21.00,16,493.62,9977.07,78.02,32.12,8.62,229938465#1_0,0.00
238,21.00,17,7324.91,13383.44,128.13,26.08,8.22,-500298205_0,0.00
239,21.00,18,15228.01,15306.32,271.35,16.79,5.52,347355525#3_0,0.00
240,21.00,19,11807.09,15021.71,260.49,12.41,4.76,500298202_0,0.00
241,21.00,2,736.34,10123.64,64.56,305.52,21.42,347355524#0_0,0.00
242,21.00,20,4452.68,14890.78,40.87,6.61,1.51,290273433#0_0,0.00
243,21.00,21,6550.59,10147.56,132.02,5.10,0.00,-288088613#0_0,0.00
244,21.00,3,7073.91,13840.17,178.31,225.94,14.60,602247752_0,0.00
245,21.00,4,15058.07,15249.21,252.19,191.33,13.61,-803864266_0,0.00
246,21.00,5,13561.81,172.58,338.30,185.37,13.80,-288088612#6_0,0.00
247,21.00,6,20716.28,19488.14,226.95,223.08,22.51,-1002123620#6_0,0.00
248,21.00,7,10551.20,12065.13,177.90,159.61,13.88,288088612#5_0,0.00
249,21.00,8,6674.25,10036.79,131.13,171.12,20.58,-288088613#0_0,0.00
250,21.00,9,24024.01,13359.53,260.24,146.95,18.96,347355525#0_0,0.00
251,22.00,0,10129.83,16552.46,166.69,319.77,16.87,288088612#0_0,0.00
252,22.00,1,7006.22,13180.30,232.86,333.92,20.07,-347355524#0_0,0.00
253,22.00,10,24052.81,13364.48,260.24,117.73,19.96,347355525#0_0,0.00
254,22.00,11,9549.51,17454.19,96.54,138.08,22.38,-347355525#6_0,0.00
255,22.00,12,9389.29,17348.36,186.18,109.15,16.17,803874779#0_0,0.00
256,22.00,13,8760.72,11705.39,257.50,91.46,18.00,-229938465#2_0,0.00
257,22.00,14,12006.22,16668.99,287.63,73.09,15.65,347355525#6_0,0.00
258,22.00,15,24103.85,13373.26,260.24,65.94,15.67,347355525#0_0,0.00
259,22.00,16,503.87,9979.25,78.02,42.60,10.48,229938465#1_0,0.00
260,22.00,17,7333.16,13376.97,128.13,36.57,10.49,-500298205_0,0.00
261,22.00,18,15220.69,15306.49,271.35,24.12,7.33,347355525#3_0,0.00
262,22.00,19,11800.02,15020.52,260.49,19.58,7.17,500298202_0,0.00
263,22.00,2,756.40,10133.18,64.56,327.73,22.21,347355524#0_0,0.00
264,22.00,20,4456.07,14892.25,60.51,10.31,3.70,290273433#0_0,0.00
265,22.00,21,6551.63,10146.62,132.02,6.50,1.40,-288088613#0_0,0.00
266,22.00,22,5745.85,11064.93,262.83,5.10,0.00,-229938465#1_0,0.00
267,22.00,3,7074.32,13826.39,178.31,239.73,13.79,602247752_0,0.00
268,22.00,4,15044.90,15244.98,252.19,205.17,13.84,-803864266_0,0.00
269,22.00,5,13556.82,185.13,338.30,198.88,13.51,-288088612#6_0,0.00
270,22.00,6,20699.41,19472.39,226.95,246.16,23.08,-1002123620#6_0,0.00
271,22.00,7,10551.72,12050.71,177.90,174.03,14.42,288088612#5_0,0.00
272,22.00,8,6689.27,10023.67,131.13,191.06,19.94,-288088613#0_0,0.00
273,22.00,9,24005.33,13356.31,260.24,165.90,18.95,347355525#0_0,0.00
274,23.00,0,10133.61,16536.47,166.69,336.20,16.43,288088612#0_0,0.00
275,23.00,1,6989.83,13167.91,233.11,354.47,20.55,-347355524#0_0,0.00
276,23.00,10,24030.88,13360.71,260.24,139.97,22.24,347355525#0_0,0.00
277,23.00,11,9571.32,17451.69,96.54,160.03,21.95,-347355525#6_0,0.00
278,23.00,12,9387.53,17332.06,186.18,125.54,16.40,803874779#0_0,0.00
279,23.00,13,8741.04,11701.03,257.50,111.62,20.16,-229938465#2_0,0.00
280,23.00,14,11989.83,16674.20,287.63,90.28,17.19,347355525#6_0,0.00
281,23.00,15,24086.23,13370.23,260.24,83.82,17.88,347355525#0_0,0.00
282,23.00,16,516.10,9983.24,70.00,55.48,12.88,229938465#1_0,0.00
283,23.00,17,7342.69,13369.48,128.13,48.70,12.12,-500298205_0,0.00
284,23.00,18,15211.92,15306.70,271.35,32.89,8.77,347355525#3_0,0.00
285,23.00,19,11791.05,15019.02,260.49,28.68,9.09,500298202_0,0.00
286,23.00,2,775.69,10142.35,64.56,349.09,21.36,347355524#0_0,0.00
287,23.00,20,4461.70,14894.71,66.45,16.46,6.15,290273433#0_0,0.00
288,23.00,21,6554.10,10144.39,132.02,9.83,3.32,-288088613#0_0,0.00
289,23.00,22,5743.71,11064.67,262.83,7.25,2.15,-229938465#1_0,0.00
290,23.00,23,10153.19,12074.11,248.34,5.10,0.00,-229938465#3_0,0.00
291,23.00,3,7074.64,13812.05,179.19,254.08,14.35,602247752_0,0.00
292,23.00,4,15032.15,15240.88,252.19,218.57,13.39,-803864266_0,0.00
293,23.00,5,13551.94,197.37,338.30,212.06,13.17,-288088612#6_0,0.00
294,23.00,6,20682.87,19456.93,226.95,268.80,22.64,-1002123620#6_0,0.00
295,23.00,7,10552.22,12037.19,177.90,187.57,13.54,288088612#5_0,0.00
296,23.00,8,6704.88,10010.04,131.13,211.78,20.72,-288088613#0_0,0.00
297,23.00,9,23986.59,13353.09,260.24,184.92,19.01,347355525#0_0,0.00
298,24.00,0,10137.50,16520.05,166.69,353.08,16.88,288088612#0_0,0.00
299,24.00,1,6972.16,13157.03,238.37,375.21,20.74,-347355524#0_0,0.00
300,24.00,10,24009.05,13356.96,260.24,162.12,22.15,347355525#0_0,0.00
301,24.00,11,9593.20,17448.89,99.68,182.09,22.06,-347355525#6_0,0.00
302,24.00,12,9385.68,17315.04,186.18,142.66,17.12,803874779#0_0,0.00
303,24.00,13,8719.46,11696.25,257.50,133.72,22.10,-229938465#2_0,0.00
304,24.00,14,11970.98,16680.19,287.63,110.05,19.78,347355525#6_0,0.00
305,24.00,15,24066.84,13366.89,260.24,103.49,19.67,347355525#0_0,0.00
306,24.00,16,529.85,9988.24,70.00,70.11,14.63,229938465#1_0,0.00
307,24.00,17,7352.53,13361.76,128.13,61.21,12.51,-500298205_0,0.00
308,24.00,18,15200.99,15306.96,271.35,43.83,10.93,347355525#3_0,0.00
309,24.00,19,11780.33,15017.22,260.49,39.54,10.87,500298202_0,0.00
310,24.00,2,794.88,10151.48,64.56,370.35,21.26,347355524#0_0,0.00
311,24.00,20,4469.78,14895.01,88.91,24.57,8.12,290273433#0_0,0.00
312,24.00,21,6557.70,10141.15,132.02,14.67,4.85,-288088613#0_0,0.00
313,24.00,22,5739.78,11064.17,262.83,11.22,3.96,-229938465#1_0,0.00
314,24.00,23,10151.43,12073.41,248.34,6.99,1.89,-229938465#3_0,0.00
315,24.00,24,10055.77,16858.29,166.07,5.10,0.00,288088612#0_0,0.00
316,24.00,3,7074.84,13798.14,179.19,267.99,13.91,602247752_0,0.00
317,24.00,4,15018.63,15236.54,252.19,232.76,14.19,-803864266_0,0.00
318,24.00,5,13546.92,209.99,338.30,225.64,13.58,-288088612#6_0,0.00
319,24.00,6,20666.31,19441.46,226.95,291.46,22.67,-1002123620#6_0,0.00
320,24.00,7,10552.74,12023.14,177.90,201.63,14.06,288088612#5_0,0.00
321,24.00,8,6720.55,9996.35,131.13,232.59,20.81,-288088613#0_0,0.00
322,24.00,9,23968.30,13350.01,261.00,203.47,18.55,347355525#0_0,0.00
323,25.00,0,10141.56,16503.04,166.56,370.57,17.49,288088612#0_0,0.00
324,25.00,1,6955.34,13146.67,238.37,394.97,19.76,-347355524#0_0,0.00
325,25.00,10,23987.79,13353.30,260.24,183.70,21.58,347355525#0_0,0.00
326,25.00,11,9614.68,17445.23,99.68,203.88,21.78,-347355525#6_0,0.00
327,25.00,12,9383.94,17298.95,186.18,158.85,16.19,803874779#0_0,0.00
328,25.00,13,8696.10,11691.07,257.50,157.64,23.93,-229938465#2_0,0.00
329,25.00,14,11950.60,16686.66,287.63,131.44,21.39,347355525#6_0,0.00
330,25.00,15,24047.15,13363.51,260.24,123.47,19.98,347355525#0_0,0.00
331,25.00,16,545.82,9993.89,71.81,87.06,16.94,229938465#1_0,0.00
332,25.00,17,7362.83,13364.27,61.86,73.19,11.99,-500298205_0,0.00
333,25.00,18,15187.59,15307.27,271.35,57.23,13.40,347355525#3_0,0.00
334,25.00,19,11767.50,15015.07,260.49,52.56,13.01,500298202_0,0.00
335,25.00,2,814.49,10160.80,64.56,392.06,21.71,347355524#0_0,0.00
336,25.00,20,4479.63,14895.19,88.91,34.42,9.85,290273433#0_0,0.00
337,25.00,21,6562.88,10136.48,132.02,21.64,6.97,-288088613#0_0,0.00
338,25.00,22,5734.35,11063.49,262.83,16.69,5.47,-229938465#1_0,0.00
339,25.00,23,10147.50,12071.85,248.34,11.22,4.23,-229938465#3_0,0.00
340,25.00,24,10056.22,16856.45,166.07,6.99,1.89,288088612#0_0,0.00
341,25.00,25,7308.40,13396.40,128.13,5.10,0.00,-500298205_0,0.00
342,25.00,3,7075.04,13784.20,179.19,281.93,13.94,602247752_0,0.00
343,25.00,4,15005.52,15232.34,252.29,246.53,13.77,-803864266_0,0.00
344,25.00,5,13541.91,222.59,338.30,239.20,13.56,-288088612#6_0,0.00
345,25.00,6,20649.37,19425.65,226.95,314.63,23.17,-1002123620#6_0,0.00
346,25.00,7,10553.26,12008.91,177.90,215.87,14.24,288088612#5_0,0.00
347,25.00,8,6735.90,9982.94,131.13,252.98,20.39,-288088613#0_0,0.00
348,25.00,9,23950.05,13348.70,265.89,221.77,18.30,347355525#0_0,0.00
349,26.00,0,10145.37,16487.10,166.56,386.96,16.39,288088612#0_0,0.00
350,26.00,1,6938.55,13136.33,238.37,414.69,19.72,-347355524#0_0,0.00
351,26.00,10,23967.46,13349.95,261.96,204.32,20.61,347355525#0_0,0.00
352,26.00,11,9636.61,17441.49,99.68,226.13,22.25,-347355525#6_0,0.00
353,26.00,12,9382.07,17281.69,186.18,176.21,17.36,803874779#0_0,0.00
354,26.00,13,8671.92,11685.71,257.50,182.41,24.77,-229938465#2_0,0.00
355,26.00,14,11930.20,16693.14,287.63,152.85,21.40,347355525#6_0,0.00
356,26.00,15,24027.80,13360.18,260.24,143.10,19.63,347355525#0_0,0.00
357,26.00,16,563.60,9998.72,74.79,105.48,18.42,229938465#1_0,0.00
358,26.00,17,7373.44,13369.95,61.86,85.22,12.03,-500298205_0,0.00
359,26.00,18,15172.68,15307.62,271.35,72.14,14.91,347355525#3_0,0.00
360,26.00,19,11752.79,15012.61,260.49,67.47,14.91,500298202_0,0.00
361,26.00,2,834.64,10170.39,64.56,414.37,22.31,347355524#0_0,0.00
362,26.00,20,4490.92,14895.41,88.91,45.71,11.29,290273433#0_0,0.00
363,26.00,21,6569.41,10130.59,132.02,30.44,8.79,-288088613#0_0,0.00
364,26.00,22,5727.07,11062.57,262.83,24.03,7.34,-229938465#1_0,0.00
365,26.00,23,10142.34,12069.80,248.34,16.78,5.56,-229938465#3_0,0.00
366,26.00,24,10057.03,16853.19,166.07,10.35,3.36,288088612#0_0,0.00
367,26.00,25,7310.17,13395.01,128.13,7.35,2.25,-500298205_0,0.00
368,26.00,26,7268.33,13378.84,232.86,5.10,0.00,-347355524#0_0,0.00
369,26.00,3,7075.24,13769.76,179.19,296.37,14.44,602247752_0,0.00
370,26.00,4,14992.63,15228.44,253.14,260.00,13.47,-803864266_0,0.00
371,26.00,5,13537.08,234.69,338.23,252.23,13.03,-288088612#6_0,0.00
372,26.00,6,20632.87,19410.23,226.95,337.21,22.58,-1002123620#6_0,0.00
373,26.00,7,10553.88,11994.38,177.41,230.41,14.54,288088612#5_0,0.00
374,26.00,8,6751.09,9969.67,131.13,273.15,20.16,-288088613#0_0,0.00
375,26.00,9,23931.94,13347.40,265.89,239.92,18.15,347355525#0_0,0.00
