,TimeStep,Vehicle_ID,_X,_Y,_Angle,_Pos,_Speed,_Lane,_Slope
1872,62.00,1,6309.51,12779.17,242.73,1138.58,20.42,-347355524#0_0,0.00
1873,62.00,10,23320.51,13505.35,285.65,872.16,19.06,347355525#0_0,0.00
1874,62.00,11,10385.24,17173.65,107.10,1026.87,22.35,-347355525#6_0,0.00
1875,62.00,12,9859.51,17027.14,130.14,205.86,16.75,803874779#2_0,0.00
1876,62.00,13,7819.79,11482.38,255.88,1058.55,24.51,-229938465#2_0,0.00
1877,62.00,14,11196.15,16922.86,287.09,922.01,21.23,347355525#6_0,0.00
1878,62.00,15,23348.74,13497.44,285.65,842.85,18.26,347355525#0_0,0.00
1879,62.00,16,1241.79,10086.02,81.95,789.67,19.23,229938465#1_0,0.00
1880,62.00,17,7704.99,13665.35,45.23,532.12,12.33,-500298205_0,0.00
1881,62.00,18,14520.55,15591.66,298.09,795.04,20.15,347355525#3_0,0.00
1882,62.00,19,11361.50,15339.85,332.34,622.74,15.19,500298202_0,0.00
1883,62.00,2,1543.28,10498.47,63.35,1195.52,21.35,347355524#0_0,0.00
1884,62.00,20,5047.14,15243.23,63.42,815.47,22.22,290273433#0_0,0.00
1885,62.00,21,7140.84,9654.33,128.24,774.70,22.41,-288088613#0_0,0.00
1886,62.00,22,5029.06,10910.56,257.70,738.54,20.93,-229938465#1_0,0.00
1887,62.00,23,9526.82,11869.48,258.12,665.60,18.85,-229938465#3_0,0.00
1888,62.00,24,10163.50,16411.09,166.94,465.10,13.32,288088612#0_0,0.00
1889,62.00,25,7613.52,13574.61,45.23,403.28,11.55,-500298205_0,0.00
1890,62.00,26,6757.66,13024.93,238.37,627.13,20.19,-347355524#0_0,0.00
1891,62.00,27,10731.18,12314.45,65.53,190.74,20.81,229938465#5_0,0.00
1892,62.00,28,10631.00,7888.66,2.45,551.70,18.48,-288088612#5_0,0.00
1893,62.00,29,10623.75,7751.42,3.23,414.26,15.45,-288088612#5_0,0.00
1894,62.00,3,7290.77,13392.40,50.97,6.40,7.37,347355524#1_0,0.00
1895,62.00,30,6924.79,10406.88,57.24,448.87,16.36,971794427_0,0.00
1896,62.00,31,6383.53,11174.66,79.59,627.87,25.47,229938465#2_0,0.00
1897,62.00,32,11555.16,16812.31,287.63,546.37,21.10,347355525#6_0,0.00
1898,62.00,33,6995.53,9766.80,127.59,590.95,25.82,-288088613#0_0,0.00
1899,62.00,34,9130.44,16987.35,184.92,507.02,22.09,-347355524#1_0,0.00
1900,62.00,35,13487.43,359.02,338.23,386.11,15.71,-288088612#6_0,0.00
1901,62.00,36,10214.68,12383.83,22.02,305.23,13.32,535366679_0,0.00
1902,62.00,37,10561.07,11835.68,177.41,389.27,18.66,288088612#5_0,0.00
1903,62.00,38,15331.92,14994.92,186.51,318.16,14.88,803864263_0,0.00
1904,62.00,39,6974.17,13158.27,238.37,372.86,19.67,-347355524#0_0,0.00
1905,62.00,4,14521.12,15083.44,252.89,753.31,13.35,-803864266_0,0.00
1906,62.00,40,6131.54,11128.37,79.59,371.67,21.65,229938465#2_0,0.00
1907,62.00,41,10870.19,12377.72,65.53,343.45,20.58,229938465#5_0,0.00
1908,62.00,42,6866.75,14219.50,0.70,249.61,14.62,-602247756_0,0.00
1909,62.00,43,6731.78,10282.98,56.65,219.52,13.54,971794427_0,0.00
1910,62.00,44,8577.24,11664.73,257.50,279.39,22.29,-229938465#2_0,0.00
1911,62.00,45,14691.94,13905.06,259.61,266.48,23.78,-229938465#5_0,0.00
1912,62.00,46,23949.25,13348.64,265.89,222.57,21.09,347355525#0_0,0.00
1913,62.00,47,5540.56,11023.90,257.12,214.58,18.84,-229938465#1_0,0.00
1914,62.00,48,6663.58,10238.09,56.65,137.87,11.77,971794427_0,0.00
1915,62.00,49,16433.84,14523.05,47.76,126.41,11.49,846453768#3_0,0.00
1916,62.00,5,13366.17,677.97,338.43,727.36,13.33,-288088612#6_0,0.00
1917,62.00,6,20047.49,18852.20,226.01,1146.59,22.62,-1002123620#6_0,0.00
1918,62.00,7,10576.86,11490.11,177.37,735.21,14.04,288088612#5_0,0.00
1919,62.00,8,7315.32,9517.95,125.93,996.18,20.72,-288088613#0_0,0.00
1920,62.00,9,23291.59,13513.46,285.65,902.20,18.75,347355525#0_0,0.00
1921,63.00,0,10258.36,15866.60,170.82,1018.21,17.10,288088612#0_0,0.00
1922,63.00,1,6291.36,12769.81,242.73,1158.99,20.41,-347355524#0_0,0.00
1923,63.00,10,23302.30,13510.46,285.65,891.08,18.92,347355525#0_0,0.00
1924,63.00,11,10407.00,17166.96,107.10,1049.63,22.76,-347355525#6_0,0.00
1925,63.00,12,9872.36,17016.30,130.14,222.67,16.81,803874779#2_0,0.00
1926,63.00,13,7796.18,11476.44,255.88,1082.90,24.34,-229938465#2_0,0.00
1927,63.00,14,11175.36,16929.25,287.09,943.76,21.76,347355525#6_0,0.00
1928,63.00,15,23330.17,13502.65,285.65,862.13,19.28,347355525#0_0,0.00
1929,63.00,16,1260.86,10088.71,81.95,808.93,19.26,229938465#1_0,0.00
1930,63.00,17,7713.70,13673.99,45.23,544.39,12.27,-500298205_0,0.00
1931,63.00,18,14503.20,15600.93,298.09,814.72,19.67,347355525#3_0,0.00
1932,63.00,19,11354.21,15353.90,332.91,638.56,15.82,500298202_0,0.00
1933,63.00,2,1562.22,10507.97,63.35,1216.70,21.18,347355524#0_0,0.00
1934,63.00,20,5067.14,15253.24,63.42,837.84,22.37,290273433#0_0,0.00
1935,63.00,21,7158.12,9640.72,128.24,796.70,22.00,-288088613#0_0,0.00
1936,63.00,22,5008.47,10906.07,257.70,759.61,21.07,-229938465#1_0,0.00
1937,63.00,23,9507.82,11865.48,258.12,685.03,19.42,-229938465#3_0,0.00
1938,63.00,24,10166.23,16398.79,167.51,477.70,12.59,288088612#0_0,0.00
1939,63.00,25,7621.24,13582.26,45.23,414.14,10.87,-500298205_0,0.00
1940,63.00,26,6740.41,13014.31,238.37,647.39,20.25,-347355524#0_0,0.00
1941,63.00,27,10750.05,12323.03,65.53,211.46,20.73,229938465#5_0,0.00
1942,63.00,28,10631.76,7906.42,2.45,569.47,17.77,-288088612#5_0,0.00
1943,63.00,29,10624.57,7766.01,3.23,428.88,14.62,-288088612#5_0,0.00
1944,63.00,3,7297.84,13398.13,50.97,15.50,9.10,347355524#1_0,0.00
1945,63.00,30,6937.78,10415.24,57.24,464.32,15.45,971794427_0,0.00
1946,63.00,31,6407.53,11179.07,79.59,652.28,24.40,229938465#2_0,0.00
1947,63.00,32,11534.84,16818.75,287.52,567.68,21.32,347355525#6_0,0.00
1948,63.00,33,7015.60,9751.35,127.59,616.28,25.33,-288088613#0_0,0.00
1949,63.00,34,9128.64,16966.44,184.92,528.01,20.99,-347355524#1_0,0.00
1950,63.00,35,13481.35,374.24,338.23,402.50,16.39,-288088612#6_0,0.00
1951,63.00,36,10219.35,12395.36,22.02,317.67,12.44,535366679_0,0.00
1952,63.00,37,10561.94,11816.47,177.41,408.50,19.23,288088612#5_0,0.00
1953,63.00,38,15330.29,14980.57,186.51,332.60,14.45,803864263_0,0.00
1954,63.00,39,6958.08,13148.36,238.37,391.75,18.89,-347355524#0_0,0.00
1955,63.00,4,14508.03,15079.48,253.37,766.98,13.67,-803864266_0,0.00
1956,63.00,40,6153.88,11132.48,79.59,394.38,22.71,229938465#2_0,0.00
1957,63.00,41,10889.08,12386.32,65.53,364.21,20.75,229938465#5_0,0.00
1958,63.00,42,6866.94,14234.54,0.70,264.65,15.04,-602247756_0,0.00
1959,63.00,43,6743.61,10290.58,57.31,233.58,14.06,971794427_0,0.00
1960,63.00,44,8555.65,11659.94,257.50,301.51,22.12,-229938465#2_0,0.00
1961,63.00,45,14669.37,13900.92,259.61,289.43,22.95,-229938465#5_0,0.00
1962,63.00,46,23927.92,13347.11,265.89,243.95,21.38,347355525#0_0,0.00
1963,63.00,47,5522.21,11019.71,257.12,233.42,18.83,-229938465#1_0,0.00
1964,63.00,48,6673.41,10244.56,56.65,149.64,11.76,971794427_0,0.00
1965,63.00,49,16439.85,14532.28,27.91,137.55,11.14,846453768#3_0,0.00
1966,63.00,5,13361.24,690.44,338.43,740.78,13.42,-288088612#6_0,0.00
1967,63.00,6,20031.12,18836.39,226.01,1169.35,22.76,-1002123620#6_0,0.00
1968,63.00,7,10577.53,11475.59,177.37,749.74,14.54,288088612#5_0,0.00
1969,63.00,8,7331.83,9505.98,125.93,1016.57,20.39,-288088613#0_0,0.00
1970,63.00,9,23273.42,13518.55,285.65,921.07,18.88,347355525#0_0,0.00
1971,64.00,0,10261.14,15849.42,170.82,1035.61,17.40,288088612#0_0,0.00
1972,64.00,1,6272.99,12760.34,242.73,1179.66,20.67,-347355524#0_0,0.00
1973,64.00,10,23283.58,13515.70,285.65,910.52,19.44,347355525#0_0,0.00
1974,64.00,11,10428.30,17160.41,107.10,1071.92,22.29,-347355525#6_0,0.00
1975,64.00,12,9885.13,17005.53,130.14,239.37,16.70,803874779#2_0,0.00
1976,64.00,13,7772.21,11470.41,255.88,1107.62,24.73,-229938465#2_0,0.00
1977,64.00,14,11155.04,16935.70,287.82,965.08,21.31,347355525#6_0,0.00
1978,64.00,15,23311.58,13507.86,285.65,881.44,19.31,347355525#0_0,0.00
1979,64.00,16,1279.29,10091.32,81.95,827.54,18.61,229938465#1_0,0.00
1980,64.00,17,7722.61,13682.83,45.23,556.94,12.55,-500298205_0,0.00
1981,64.00,18,14485.03,15610.62,298.09,835.31,20.59,347355525#3_0,0.00
1982,64.00,19,11347.47,15367.08,332.91,653.37,14.81,500298202_0,0.00
1983,64.00,2,1581.40,10517.60,63.35,1238.17,21.47,347355524#0_0,0.00
1984,64.00,20,5086.78,15262.28,66.34,859.46,21.62,290273433#0_0,0.00
1985,64.00,21,7174.99,9627.42,128.24,818.19,21.49,-288088613#0_0,0.00
1986,64.00,22,4987.81,10901.57,257.70,780.76,21.15,-229938465#1_0,0.00
1987,64.00,23,9488.91,11861.51,258.12,704.36,19.33,-229938465#3_0,0.00
1988,64.00,24,10169.08,16385.92,167.51,490.88,13.18,288088612#0_0,0.00
1989,64.00,25,7629.59,13590.55,45.23,425.92,11.77,-500298205_0,0.00
1990,64.00,26,6723.55,13003.93,238.37,667.19,19.80,-347355524#0_0,0.00
1991,64.00,27,10769.13,12331.72,65.53,232.43,20.97,229938465#5_0,0.00
1992,64.00,28,10632.53,7924.64,2.45,587.71,18.24,-288088612#5_0,0.00
1993,64.00,29,10625.38,7780.32,3.23,443.21,14.33,-288088612#5_0,0.00
1994,64.00,3,7306.08,13404.81,50.97,26.10,10.60,347355524#1_0,0.00
1995,64.00,30,6950.92,10423.69,57.24,479.94,15.62,971794427_0,0.00
1996,64.00,31,6431.91,11183.55,79.59,677.06,24.78,229938465#2_0,0.00
1997,64.00,32,11513.56,16825.29,287.09,589.94,22.26,347355525#6_0,0.00
1998,64.00,33,7035.57,9735.97,127.59,641.48,25.20,-288088613#0_0,0.00
1999,64.00,34,9126.82,16945.37,184.92,549.16,21.15,-347355524#1_0,0.00
2000,64.00,35,13475.14,389.78,338.23,419.23,16.73,-288088612#6_0,0.00
2001,64.00,36,10224.19,12407.34,22.02,330.59,12.92,535366679_0,0.00
2002,64.00,37,10562.80,11797.55,177.38,427.44,18.94,288088612#5_0,0.00
2003,64.00,38,15328.89,14965.68,184.26,347.56,14.96,803864263_0,0.00
2004,64.00,39,6942.08,13138.51,238.37,410.54,18.79,-347355524#0_0,0.00
2005,64.00,4,14495.45,15075.73,253.37,780.11,13.13,-803864266_0,0.00
2006,64.00,40,6175.88,11136.52,79.59,416.75,22.37,229938465#2_0,0.00
2007,64.00,41,10907.72,12394.63,66.00,384.61,20.41,229938465#5_0,0.00
2008,64.00,42,6867.12,14249.37,0.70,279.49,14.83,-602247756_0,0.00
2009,64.00,43,6755.59,10298.26,57.31,247.81,14.23,971794427_0,0.00
2010,64.00,44,8533.29,11654.98,257.50,324.41,22.91,-229938465#2_0,0.00
2011,64.00,45,14645.62,13896.56,259.61,313.58,24.15,-229938465#5_0,0.00
2012,64.00,46,23906.29,13348.79,275.63,265.68,21.73,347355525#0_0,0.00
2013,64.00,47,5502.93,11015.30,257.12,253.19,19.78,-229938465#1_0,0.00
2014,64.00,48,6683.33,10251.09,56.65,161.52,11.88,971794427_0,0.00
2015,64.00,49,16444.62,14542.23,22.87,148.60,11.05,846453768#3_0,0.00
2016,64.00,5,13356.22,703.12,338.43,754.41,13.64,-288088612#6_0,0.00
2017,64.00,6,20015.01,18820.84,226.01,1191.74,22.39,-1002123620#6_0,0.00
2018,64.00,7,10578.15,11461.98,177.37,763.36,13.62,288088612#5_0,0.00
2019,64.00,8,7348.53,9493.88,125.93,1037.20,20.63,-288088613#0_0,0.00
2020,64.00,9,23255.86,13523.47,285.65,939.31,18.24,347355525#0_0,0.00
2021,65.00,0,10263.87,15832.50,170.82,1052.75,17.14,288088612#0_0,0.00
2022,65.00,1,6255.36,12751.25,242.73,1199.50,19.84,-347355524#0_0,0.00
2023,65.00,10,23265.77,13520.70,285.65,929.01,18.49,347355525#0_0,0.00
2024,65.00,11,10450.05,17153.72,107.10,1094.68,22.76,-347355525#6_0,0.00
2025,65.00,12,9897.59,16995.02,130.14,255.68,16.30,803874779#2_0,0.00
2026,65.00,13,7748.60,11464.47,255.88,1131.97,24.35,-229938465#2_0,0.00
2027,65.00,14,11134.81,16942.21,287.82,986.33,21.25,347355525#6_0,0.00
2028,65.00,15,23292.97,13513.07,285.65,900.77,19.33,347355525#0_0,0.00
2029,65.00,16,1297.68,10093.92,81.95,846.11,18.57,229938465#1_0,0.00
2030,65.00,17,7731.35,13691.50,45.23,569.25,12.31,-500298205_0,0.00
2031,65.00,18,14466.81,15620.64,299.39,856.10,20.79,347355525#3_0,0.00
2032,65.00,19,11340.60,15380.51,332.91,668.46,15.09,500298202_0,0.00
2033,65.00,2,1601.13,10527.50,63.35,1260.24,22.07,347355524#0_0,0.00
2034,65.00,20,5106.57,15270.95,66.34,881.07,21.61,290273433#0_0,0.00
2035,65.00,21,7192.48,9613.64,128.24,840.45,22.26,-288088613#0_0,0.00
2036,65.00,22,4966.93,10897.02,257.70,802.13,21.37,-229938465#1_0,0.00
2037,65.00,23,9469.62,11857.45,258.12,724.07,19.71,-229938465#3_0,0.00
2038,65.00,24,10171.88,16373.27,167.51,503.83,12.96,288088612#0_0,0.00
2039,65.00,25,7637.90,13598.79,45.23,437.61,11.69,-500298205_0,0.00
2040,65.00,26,6706.77,12993.59,238.37,686.89,19.70,-347355524#0_0,0.00
2041,65.00,27,10787.17,12339.93,65.53,252.25,19.82,229938465#5_0,0.00
2042,65.00,28,10633.32,7942.96,2.45,606.04,18.33,-288088612#5_0,0.00
2043,65.00,29,10626.22,7795.26,3.23,458.17,14.97,-288088612#5_0,0.00
2044,65.00,3,7316.33,13413.12,50.97,39.30,13.19,347355524#1_0,0.00
2045,65.00,30,6963.78,10431.97,57.24,495.24,15.30,971794427_0,0.00
2046,65.00,31,6456.47,11188.06,79.59,702.03,24.97,229938465#2_0,0.00
2047,65.00,32,11492.28,16831.83,287.09,612.21,22.27,347355525#6_0,0.00
2048,65.00,33,7055.42,9720.69,127.59,666.54,25.06,-288088613#0_0,0.00
2049,65.00,34,9125.04,16924.64,184.92,569.97,20.81,-347355524#1_0,0.00
2050,65.00,35,13469.02,405.25,338.83,435.87,16.64,-288088612#6_0,0.00
2051,65.00,36,10229.11,12419.51,22.02,343.71,13.13,535366679_0,0.00
2052,65.00,37,10563.69,11778.01,177.38,447.00,19.56,288088612#5_0,0.00
2053,65.00,38,15327.78,14950.79,184.26,362.49,14.93,803864263_0,0.00
2054,65.00,39,6925.17,13128.09,238.37,430.41,19.86,-347355524#0_0,0.00
2055,65.00,4,14482.93,15071.99,253.37,793.17,13.06,-803864266_0,0.00
2056,65.00,40,6197.79,11140.54,79.59,439.02,22.27,229938465#2_0,0.00
2057,65.00,41,10926.86,12403.15,66.00,405.56,20.95,229938465#5_0,0.00
2058,65.00,42,6867.30,14263.62,0.73,293.73,14.25,-602247756_0,0.00
2059,65.00,43,6767.14,10305.67,57.31,261.53,13.72,971794427_0,0.00
2060,65.00,44,8511.84,11650.23,257.50,346.38,21.97,-229938465#2_0,0.00
2061,65.00,45,14623.01,13892.42,259.61,336.56,22.99,-229938465#5_0,0.00
2062,65.00,46,23885.09,13352.83,284.14,287.33,21.64,347355525#0_0,0.00
2063,65.00,47,5483.69,11010.90,257.12,272.93,19.74,-229938465#1_0,0.00
2064,65.00,48,6693.45,10257.75,56.65,173.63,12.11,971794427_0,0.00
2065,65.00,49,16449.19,14553.07,22.87,160.37,11.77,846453768#3_0,0.00
2066,65.00,5,13351.55,714.95,338.43,767.13,12.71,-288088612#6_0,0.00
2067,65.00,6,19998.73,18805.12,226.01,1214.38,22.64,-1002123620#6_0,0.00
2068,65.00,7,10578.78,11448.28,177.37,777.08,13.72,288088612#5_0,0.00
2069,65.00,8,7364.62,9482.22,125.93,1057.06,19.86,-288088613#0_0,0.00
2070,65.00,9,23238.70,13528.28,285.65,957.12,17.81,347355525#0_0,0.00
2071,66.00,0,10266.69,15815.09,170.82,1070.38,17.63,288088612#0_0,0.00
2072,66.00,1,6237.65,12742.12,242.73,1219.42,19.92,-347355524#0_0,0.00
2073,66.00,10,23249.04,13525.38,285.65,946.38,17.37,347355525#0_0,0.00
2074,66.00,11,10471.31,17147.18,107.10,1116.91,22.24,-347355525#6_0,0.00
2075,66.00,12,9910.60,16984.05,130.14,272.70,17.02,803874779#2_0,0.00
2076,66.00,13,7725.30,11458.61,255.88,1155.99,24.02,-229938465#2_0,0.00
2077,66.00,14,11114.60,16948.70,287.82,1007.56,21.23,347355525#6_0,0.00
2078,66.00,15,23275.25,13518.04,285.65,919.17,18.40,347355525#0_0,0.00
2079,66.00,16,1316.52,10096.59,81.95,865.13,19.02,229938465#1_0,0.00
2080,66.00,17,7739.89,13699.97,45.23,581.28,12.03,-500298205_0,0.00
2081,66.00,18,14449.07,15630.63,299.39,876.47,20.37,347355525#3_0,0.00
2082,66.00,19,11333.47,15394.45,332.91,684.11,15.65,500298202_0,0.00
2083,66.00,2,1620.51,10537.23,63.35,1281.92,21.68,347355524#0_0,0.00
2084,66.00,20,5126.42,15279.65,66.34,902.74,21.67,290273433#0_0,0.00
2085,66.00,21,7209.72,9600.06,128.24,862.40,21.95,-288088613#0_0,0.00
2086,66.00,22,4946.61,10892.59,257.70,822.93,20.80,-229938465#1_0,0.00
2087,66.00,23,9451.08,11853.55,258.12,743.02,18.95,-229938465#3_0,0.00
2088,66.00,24,10174.74,16360.34,167.51,517.08,13.25,288088612#0_0,0.00
2089,66.00,25,7645.58,13606.41,45.23,448.43,10.82,-500298205_0,0.00
2090,66.00,26,6689.99,12983.26,238.37,706.60,19.71,-347355524#0_0,0.00
2091,66.00,27,10805.51,12348.28,65.53,272.40,20.15,229938465#5_0,0.00
2092,66.00,28,10634.07,7960.71,2.45,623.82,17.77,-288088612#5_0,0.00
2093,66.00,29,10627.07,7810.33,3.23,473.27,15.09,-288088612#5_0,0.00
2094,66.00,3,7328.44,13422.94,50.97,54.89,15.59,347355524#1_0,0.00
2095,66.00,30,6976.76,10440.32,57.24,510.67,15.43,971794427_0,0.00
2096,66.00,31,6480.71,11192.51,79.59,726.68,24.65,229938465#2_0,0.00
2097,66.00,32,11471.45,16838.24,287.09,634.00,21.79,347355525#6_0,0.00
2098,66.00,33,7075.66,9705.11,127.59,692.08,25.54,-288088613#0_0,0.00
2099,66.00,34,9123.18,16903.02,184.92,591.66,21.70,-347355524#1_0,0.00
2100,66.00,35,13463.44,420.57,339.98,452.17,16.31,-288088612#6_0,0.00
2101,66.00,36,10232.71,12431.60,13.60,356.37,12.65,535366679_0,0.00
2102,66.00,37,10564.56,11758.87,177.38,466.16,19.16,288088612#5_0,0.00
2103,66.00,38,15326.68,14935.98,184.26,377.34,14.84,803864263_0,0.00
2104,66.00,39,6909.07,13118.18,238.37,449.31,18.91,-347355524#0_0,0.00
2105,66.00,4,14469.33,15067.92,253.37,807.37,14.20,-803864266_0,0.00
2106,66.00,40,6220.03,11144.63,79.59,461.63,22.61,229938465#2_0,0.00
2107,66.00,41,10945.25,12411.34,66.00,425.69,20.13,229938465#5_0,0.00
2108,66.00,42,6867.48,14278.34,0.73,308.46,14.72,-602247756_0,0.00
2109,66.00,43,6778.53,10312.98,57.31,275.07,13.54,971794427_0,0.00
2110,66.00,44,8490.09,11645.41,257.50,368.65,22.27,-229938465#2_0,0.00
2111,66.00,45,14600.48,13888.29,259.61,359.48,22.91,-229938465#5_0,0.00
2112,66.00,46,23863.72,13358.21,284.14,309.35,22.03,347355525#0_0,0.00
2113,66.00,47,5465.09,11006.65,257.12,292.01,19.08,-229938465#1_0,0.00
2114,66.00,48,6703.61,10264.44,56.65,185.79,12.16,971794427_0,0.00
2115,66.00,49,16451.92,14562.83,13.35,170.53,10.16,846453768#3_0,0.00
2116,66.00,5,13346.54,727.61,338.43,780.75,13.62,-288088612#6_0,0.00
2117,66.00,6,19982.61,18789.56,226.01,1236.77,22.40,-1002123620#6_0,0.00
2118,66.00,7,10579.44,11433.82,177.37,791.55,14.47,288088612#5_0,0.00
2119,66.00,8,7381.44,9470.04,125.93,1077.83,20.77,-288088613#0_0,0.00
2120,66.00,9,23221.52,13533.09,285.65,974.97,17.84,347355525#0_0,0.00
2121,67.00,0,10269.46,15798.25,170.35,1087.45,17.06,288088612#0_0,0.00
2122,67.00,1,6220.15,12733.10,242.73,1239.11,19.69,-347355524#0_0,0.00
2123,67.00,10,23232.15,13530.12,285.65,963.93,17.54,347355525#0_0,0.00
2124,67.00,11,10492.41,17140.69,107.10,1138.99,22.07,-347355525#6_0,0.00
2125,67.00,12,9923.74,16972.98,130.14,289.88,17.18,803874779#2_0,0.00
2126,67.00,13,7702.19,11452.80,255.88,1179.82,23.83,-229938465#2_0,0.00
2127,67.00,14,11094.27,16955.24,287.82,1028.91,21.35,347355525#6_0,0.00
2128,67.00,15,23257.97,13522.88,285.65,937.12,17.95,347355525#0_0,0.00
2129,67.00,16,1335.66,10099.30,81.95,884.47,19.34,229938465#1_0,0.00
2130,67.00,17,7748.38,13708.40,45.23,593.25,11.97,-500298205_0,0.00
2131,67.00,18,14431.64,15640.45,299.39,896.47,20.00,347355525#3_0,0.00
2132,67.00,19,11326.66,15407.77,332.91,699.07,14.96,500298202_0,0.00
2133,67.00,2,1640.34,10547.18,63.35,1304.11,22.19,347355524#0_0,0.00
2134,67.00,20,5147.94,15286.36,75.09,925.34,22.60,290273433#0_0,0.00
2135,67.00,21,7227.10,9586.36,128.24,884.53,22.13,-288088613#0_0,0.00
2136,67.00,22,4925.73,10888.03,257.70,844.30,21.37,-229938465#1_0,0.00
2137,67.00,23,9431.86,11849.51,258.12,762.66,19.64,-229938465#3_0,0.00
2138,67.00,24,10177.64,16347.29,167.51,530.44,13.36,288088612#0_0,0.00
2139,67.00,25,7653.77,13614.54,45.23,459.97,11.54,-500298205_0,0.00
2140,67.00,26,6672.96,12972.77,238.37,726.60,20.00,-347355524#0_0,0.00
2141,67.00,27,10824.29,12356.83,65.53,293.03,20.63,229938465#5_0,0.00
2142,67.00,28,10634.84,7978.58,2.45,641.70,17.88,-288088612#5_0,0.00
2143,67.00,29,10627.92,7825.39,3.23,488.35,15.08,-288088612#5_0,0.00
2144,67.00,3,7342.33,13434.19,50.97,72.77,17.88,347355524#1_0,0.00
2145,67.00,30,6989.96,10448.82,57.24,526.38,15.70,971794427_0,0.00
2146,67.00,31,6505.20,11196.95,79.88,751.57,24.89,229938465#2_0,0.00
2147,67.00,32,11450.14,16844.79,287.09,656.29,22.29,347355525#6_0,0.00
2148,67.00,33,7096.02,9689.43,127.59,717.78,25.69,-288088613#0_0,0.00
2149,67.00,34,9121.32,16881.40,184.92,613.36,21.70,-347355524#1_0,0.00
2150,67.00,35,13457.97,435.57,339.98,468.14,15.97,-288088612#6_0,0.00
2151,67.00,36,10235.62,12443.65,13.60,368.76,12.39,535366679_0,0.00
2152,67.00,37,10565.43,11739.89,177.38,485.17,19.00,288088612#5_0,0.00
2153,67.00,38,15325.56,14920.94,184.26,392.42,15.09,803864263_0,0.00
2154,67.00,39,6892.79,13108.15,238.37,468.43,19.11,-347355524#0_0,0.00
2155,67.00,4,14456.26,15064.02,253.37,821.01,13.64,-803864266_0,0.00
2156,67.00,40,6241.36,11148.55,79.59,483.32,21.69,229938465#2_0,0.00
2157,67.00,41,10963.51,12419.47,66.00,445.68,19.99,229938465#5_0,0.00
2158,67.00,42,6867.54,14292.46,359.52,322.58,14.12,-602247756_0,0.00
2159,67.00,43,6790.26,10320.51,57.31,289.01,13.94,971794427_0,0.00
2160,67.00,44,8467.97,11640.51,257.50,391.31,22.66,-229938465#2_0,0.00
2161,67.00,45,14577.71,13884.11,259.61,382.63,23.15,-229938465#5_0,0.00
2162,67.00,46,23842.43,13363.57,284.14,331.31,21.96,347355525#0_0,0.00
2163,67.00,47,5446.51,11002.40,257.12,311.07,19.06,-229938465#1_0,0.00
2164,67.00,48,6713.76,10271.12,56.65,197.95,12.16,971794427_0,0.00
2165,67.00,49,16453.22,14568.34,13.35,176.18,5.66,846453768#3_0,0.00
2166,67.00,5,13341.74,739.75,338.43,793.80,13.05,-288088612#6_0,0.00
2167,67.00,6,19966.33,18773.83,226.01,1259.41,22.64,-1002123620#6_0,0.00
2168,67.00,7,10580.06,11420.32,177.37,805.07,13.51,288088612#5_0,0.00
2169,67.00,8,7398.10,9457.97,125.93,1098.40,20.57,-288088613#0_0,0.00
2170,67.00,9,23203.81,13538.06,285.65,993.36,18.39,347355525#0_0,0.00
2171,68.00,0,10272.42,15780.86,170.35,1105.09,17.64,288088612#0_0,0.00
2172,68.00,1,6202.30,12723.90,242.73,1259.19,20.08,-347355524#0_0,0.00
2173,68.00,10,23214.37,13535.10,285.65,982.39,18.46,347355525#0_0,0.00
2174,68.00,11,10513.84,17134.10,107.10,1161.41,22.43,-347355525#6_0,0.00
2175,68.00,12,9936.77,16961.99,130.14,306.93,17.05,803874779#2_0,0.00
2176,68.00,13,7678.22,11446.77,255.88,1204.53,24.71,-229938465#2_0,0.00
2177,68.00,14,11073.46,16961.93,287.82,1050.77,21.86,347355525#6_0,0.00
2178,68.00,15,23241.02,13527.63,285.65,954.72,17.60,347355525#0_0,0.00
2179,68.00,16,1354.21,10103.05,77.71,903.40,18.93,229938465#1_0,0.00
2180,68.00,17,7757.05,13717.00,45.23,605.46,12.21,-500298205_0,0.00
2181,68.00,18,14414.49,15650.10,299.39,916.15,19.68,347355525#3_0,0.00
2182,68.00,19,11319.91,15420.96,332.91,713.88,14.81,500298202_0,0.00
2183,68.00,2,1659.51,10556.80,63.35,1325.56,21.45,347355524#0_0,0.00
2184,68.00,20,5169.35,15292.06,75.09,947.49,22.16,290273433#0_0,0.00
2185,68.00,21,7244.10,9572.97,128.24,906.17,21.64,-288088613#0_0,0.00
2186,68.00,22,4904.90,10883.49,257.70,865.62,21.32,-229938465#1_0,0.00
2187,68.00,23,9413.65,11845.68,258.12,781.27,18.61,-229938465#3_0,0.00
2188,68.00,24,10180.38,16334.89,167.51,543.15,12.70,288088612#0_0,0.00
2189,68.00,25,7661.58,13622.29,45.23,470.98,11.00,-500298205_0,0.00
2190,68.00,26,6656.53,12962.65,238.37,745.90,19.29,-347355524#0_0,0.00
2191,68.00,27,10843.03,12365.36,65.53,313.62,20.59,229938465#5_0,0.00
2192,68.00,28,10635.64,7997.30,2.45,660.44,18.74,-288088612#5_0,0.00
2193,68.00,29,10628.75,7840.08,3.23,503.06,14.71,-288088612#5_0,0.00
