,Car1,Car2,Car3,Car4,Car5,Car6,Car7,Car8,Car9
2561,76.0,52.0,52.0,42.0,34.0,27.0,33.0,28.0,21.0
2562,75.0,52.0,48.0,42.0,34.0,32.0,33.0,28.0,21.0
2563,75.0,54.0,48.0,42.0,37.0,33.0,35.0,27.0,20.0
2564,75.0,53.0,48.0,41.0,34.0,31.0,33.0,28.0,20.0
2565,75.0,53.0,51.0,42.0,35.0,35.0,33.0,29.0,20.0
2566,75.0,53.0,51.0,42.0,36.0,27.0,36.0,29.0,20.0
2567,75.0,53.0,52.0,42.0,33.0,27.0,33.0,28.0,20.0
2568,75.0,54.0,51.0,41.0,32.0,29.0,32.0,27.0,19.0
2569,75.0,53.0,52.0,41.0,34.0,27.0,35.0,28.0,20.0
2570,75.0,52.0,52.0,41.0,35.0,30.0,33.0,28.0,19.0
2571,75.0,52.0,51.0,44.0,34.0,35.0,36.0,27.0,20.0
2572,75.0,53.0,51.0,41.0,35.0,30.0,35.0,27.0,20.0
2573,75.0,52.0,51.0,42.0,32.0,33.0,33.0,27.0,20.0
2574,75.0,53.0,48.0,42.0,28.0,31.0,33.0,28.0,20.0
2575,76.0,53.0,47.0,42.0,30.0,32.0,36.0,26.0,19.0
2576,76.0,53.0,51.0,41.0,33.0,29.0,33.0,26.0,20.0
2577,75.0,53.0,51.0,42.0,33.0,31.0,33.0,27.0,20.0
2578,75.0,53.0,51.0,44.0,33.0,28.0,32.0,27.0,21.0
2579,75.0,54.0,50.0,42.0,36.0,29.0,33.0,28.0,20.0
2580,75.0,55.0,53.0,42.0,33.0,32.0,32.0,28.0,20.0
2581,76.0,53.0,52.0,45.0,31.0,34.0,32.0,27.0,21.0
2582,75.0,53.0,52.0,45.0,31.0,31.0,35.0,25.0,20.0
2583,75.0,53.0,52.0,42.0,30.0,32.0,30.0,26.0,21.0
2584,75.0,51.0,53.0,46.0,29.0,31.0,32.0,26.0,20.0
2585,75.0,53.0,52.0,43.0,31.0,29.0,32.0,26.0,20.0
2586,75.0,53.0,51.0,43.0,33.0,31.0,36.0,27.0,20.0
2587,75.0,53.0,50.0,46.0,34.0,34.0,32.0,28.0,20.0
2588,75.0,53.0,50.0,42.0,32.0,33.0,32.0,28.0,21.0
2589,75.0,53.0,49.0,43.0,31.0,33.0,32.0,28.0,19.0
2590,75.0,54.0,53.0,42.0,32.0,32.0,31.0,28.0,21.0
2591,75.0,53.0,51.0,46.0,32.0,29.0,31.0,28.0,19.0
2592,75.0,53.0,51.0,46.0,31.0,30.0,31.0,29.0,20.0
2593,75.0,53.0,52.0,43.0,33.0,33.0,32.0,29.0,20.0
2594,75.0,54.0,50.0,42.0,33.0,33.0,31.0,29.0,20.0
2595,75.0,53.0,53.0,42.0,33.0,32.0,36.0,29.0,20.0
2596,75.0,52.0,53.0,45.0,34.0,32.0,32.0,30.0,20.0
2597,75.0,53.0,51.0,42.0,33.0,38.0,35.0,29.0,19.0
2598,75.0,53.0,52.0,42.0,31.0,31.0,32.0,29.0,20.0
2599,75.0,54.0,51.0,45.0,35.0,30.0,33.0,29.0,20.0
2600,75.0,52.0,47.0,42.0,34.0,29.0,33.0,30.0,21.0
2601,75.0,52.0,50.0,43.0,33.0,31.0,33.0,30.0,21.0
2602,75.0,53.0,52.0,42.0,30.0,32.0,32.0,29.0,19.0
2603,75.0,53.0,50.0,43.0,31.0,33.0,33.0,33.0,20.0
2604,76.0,53.0,50.0,42.0,32.0,31.0,35.0,29.0,20.0
2605,75.0,54.0,51.0,42.0,30.0,30.0,31.0,30.0,20.0
2606,75.0,53.0,51.0,41.0,29.0,30.0,29.0,30.0,21.0
2607,75.0,53.0,52.0,45.0,32.0,32.0,29.0,30.0,20.0
2608,75.0,52.0,51.0,46.0,31.0,31.0,33.0,29.0,21.0
2609,74.0,52.0,52.0,47.0,29.0,32.0,30.0,28.0,20.0
2610,75.0,53.0,54.0,42.0,30.0,31.0,31.0,28.0,21.0
2611,75.0,52.0,49.0,43.0,30.0,31.0,31.0,29.0,20.0
2612,75.0,53.0,53.0,46.0,29.0,28.0,31.0,29.0,20.0
2613,75.0,53.0,50.0,43.0,33.0,26.0,31.0,28.0,20.0
2614,75.0,54.0,52.0,46.0,30.0,28.0,30.0,29.0,19.0
2615,75.0,53.0,53.0,43.0,32.0,29.0,32.0,28.0,19.0
2616,75.0,53.0,51.0,45.0,32.0,30.0,35.0,29.0,18.0
2617,76.0,54.0,52.0,42.0,32.0,32.0,34.0,32.0,19.0
2618,76.0,53.0,53.0,42.0,32.0,34.0,31.0,29.0,19.0
2619,76.0,54.0,51.0,41.0,36.0,37.0,31.0,29.0,17.0
2620,75.0,54.0,51.0,42.0,32.0,36.0,31.0,29.0,19.0
2621,75.0,54.0,48.0,42.0,31.0,32.0,30.0,29.0,18.0
2622,75.0,53.0,50.0,41.0,31.0,33.0,33.0,28.0,19.0
2623,75.0,53.0,51.0,42.0,32.0,29.0,33.0,29.0,20.0
2624,75.0,53.0,52.0,45.0,31.0,27.0,31.0,29.0,20.0
2625,75.0,54.0,51.0,41.0,32.0,28.0,34.0,30.0,20.0
2626,75.0,53.0,49.0,41.0,30.0,32.0,31.0,29.0,20.0
2627,75.0,53.0,51.0,41.0,33.0,31.0,31.0,29.0,19.0
2628,75.0,53.0,53.0,44.0,31.0,33.0,31.0,29.0,19.0
2629,75.0,54.0,51.0,44.0,31.0,31.0,30.0,29.0,19.0
2630,75.0,53.0,50.0,41.0,31.0,33.0,31.0,29.0,19.0
2631,75.0,52.0,51.0,42.0,31.0,31.0,29.0,29.0,19.0
2632,75.0,52.0,51.0,41.0,32.0,32.0,33.0,29.0,18.0
2633,75.0,52.0,50.0,41.0,33.0,29.0,31.0,29.0,19.0
2634,75.0,54.0,51.0,41.0,36.0,30.0,32.0,29.0,19.0
2635,75.0,53.0,51.0,42.0,33.0,31.0,32.0,29.0,20.0
2636,75.0,53.0,52.0,41.0,33.0,32.0,30.0,30.0,18.0
2637,75.0,53.0,51.0,44.0,33.0,31.0,32.0,29.0,19.0
2638,75.0,53.0,50.0,42.0,31.0,33.0,31.0,29.0,19.0
2639,76.0,53.0,51.0,41.0,31.0,32.0,33.0,32.0,20.0
2640,75.0,53.0,51.0,41.0,32.0,28.0,34.0,29.0,20.0
2641,76.0,53.0,51.0,41.0,34.0,28.0,31.0,30.0,19.0
2642,75.0,53.0,51.0,42.0,35.0,32.0,31.0,30.0,19.0
2643,76.0,53.0,48.0,42.0,38.0,28.0,31.0,33.0,20.0
2644,75.0,53.0,51.0,42.0,34.0,25.0,31.0,29.0,20.0
2645,76.0,53.0,51.0,42.0,34.0,30.0,33.0,29.0,22.0
2646,75.0,53.0,51.0,42.0,35.0,26.0,32.0,30.0,19.0
2647,75.0,53.0,48.0,41.0,33.0,33.0,35.0,29.0,20.0
2648,75.0,53.0,48.0,42.0,37.0,36.0,31.0,30.0,19.0
2649,75.0,53.0,51.0,43.0,34.0,30.0,31.0,30.0,20.0
2650,75.0,53.0,51.0,42.0,35.0,30.0,31.0,29.0,20.0
2651,75.0,54.0,51.0,44.0,34.0,34.0,31.0,32.0,21.0
2652,75.0,54.0,51.0,45.0,34.0,30.0,33.0,29.0,19.0
2653,75.0,53.0,51.0,42.0,34.0,33.0,32.0,29.0,20.0
2654,75.0,53.0,51.0,42.0,38.0,37.0,35.0,29.0,19.0
2655,75.0,53.0,52.0,42.0,37.0,27.0,30.0,29.0,19.0
2656,75.0,53.0,51.0,45.0,34.0,24.0,34.0,29.0,19.0
2657,75.0,53.0,51.0,45.0,35.0,26.0,32.0,30.0,19.0
2658,75.0,53.0,51.0,42.0,36.0,28.0,32.0,32.0,20.0
2659,75.0,54.0,51.0,42.0,34.0,27.0,32.0,29.0,17.0
2660,75.0,53.0,51.0,42.0,37.0,29.0,31.0,29.0,18.0
2661,75.0,53.0,48.0,42.0,37.0,30.0,30.0,29.0,18.0
2662,75.0,54.0,51.0,45.0,35.0,30.0,31.0,29.0,19.0
2663,74.0,53.0,51.0,45.0,34.0,24.0,31.0,29.0,19.0
2664,75.0,53.0,50.0,42.0,35.0,25.0,36.0,30.0,19.0
2665,74.0,53.0,50.0,42.0,33.0,28.0,33.0,30.0,20.0
2666,75.0,52.0,51.0,43.0,34.0,32.0,33.0,30.0,19.0
2667,75.0,53.0,48.0,42.0,34.0,30.0,32.0,29.0,18.0
2668,74.0,54.0,48.0,42.0,34.0,33.0,32.0,30.0,21.0
2669,75.0,53.0,51.0,43.0,33.0,26.0,35.0,29.0,19.0
2670,75.0,53.0,47.0,45.0,34.0,34.0,32.0,30.0,18.0
2671,75.0,53.0,50.0,42.0,34.0,30.0,36.0,29.0,18.0
2672,75.0,53.0,50.0,43.0,34.0,34.0,31.0,29.0,18.0
2673,75.0,53.0,51.0,42.0,33.0,32.0,31.0,29.0,19.0
2674,75.0,53.0,51.0,45.0,33.0,29.0,26.0,30.0,19.0
2675,75.0,53.0,47.0,43.0,33.0,33.0,33.0,29.0,19.0
2676,75.0,53.0,52.0,43.0,34.0,30.0,32.0,29.0,19.0
2677,75.0,53.0,48.0,42.0,37.0,28.0,32.0,29.0,19.0
2678,75.0,53.0,51.0,45.0,33.0,26.0,29.0,29.0,19.0
2679,74.0,54.0,50.0,45.0,36.0,29.0,34.0,30.0,19.0
2680,75.0,54.0,51.0,43.0,35.0,30.0,33.0,30.0,19.0
2681,75.0,53.0,50.0,42.0,35.0,30.0,32.0,30.0,19.0
2682,75.0,53.0,52.0,46.0,33.0,32.0,32.0,30.0,20.0
2683,75.0,53.0,51.0,42.0,37.0,35.0,33.0,30.0,18.0
2684,75.0,53.0,51.0,45.0,34.0,33.0,35.0,30.0,17.0
2685,75.0,53.0,51.0,42.0,38.0,29.0,30.0,33.0,19.0
2686,75.0,53.0,51.0,42.0,35.0,33.0,36.0,30.0,19.0
2687,75.0,53.0,51.0,42.0,34.0,30.0,37.0,30.0,20.0
2688,75.0,54.0,48.0,42.0,34.0,30.0,33.0,30.0,20.0
2689,75.0,54.0,52.0,45.0,38.0,33.0,32.0,30.0,20.0
2690,75.0,53.0,52.0,45.0,34.0,31.0,36.0,30.0,19.0
2691,75.0,53.0,52.0,43.0,33.0,32.0,33.0,30.0,20.0
2692,75.0,53.0,51.0,42.0,34.0,38.0,35.0,31.0,20.0
2693,75.0,53.0,48.0,42.0,35.0,33.0,31.0,30.0,19.0
2694,75.0,53.0,51.0,42.0,36.0,36.0,34.0,30.0,20.0
2695,75.0,53.0,48.0,43.0,33.0,32.0,33.0,30.0,20.0
2696,75.0,53.0,51.0,46.0,34.0,29.0,32.0,30.0,20.0
2697,75.0,53.0,50.0,42.0,34.0,31.0,35.0,30.0,19.0
2698,75.0,53.0,50.0,45.0,32.0,28.0,32.0,33.0,19.0
2699,75.0,53.0,47.0,42.0,33.0,34.0,33.0,31.0,19.0
2700,74.0,53.0,51.0,42.0,34.0,39.0,33.0,30.0,19.0
2701,75.0,53.0,50.0,42.0,36.0,37.0,28.0,29.0,19.0
2702,75.0,53.0,52.0,43.0,35.0,29.0,33.0,30.0,19.0
2703,75.0,53.0,51.0,46.0,37.0,25.0,34.0,29.0,19.0
2704,75.0,53.0,52.0,43.0,37.0,33.0,34.0,29.0,20.0
2705,75.0,53.0,50.0,43.0,39.0,29.0,33.0,28.0,20.0
2706,76.0,53.0,51.0,43.0,35.0,25.0,30.0,29.0,20.0
2707,75.0,53.0,51.0,45.0,36.0,24.0,32.0,29.0,20.0
2708,75.0,53.0,50.0,43.0,35.0,26.0,31.0,29.0,19.0
2709,76.0,54.0,47.0,43.0,34.0,27.0,34.0,29.0,20.0
2710,75.0,53.0,52.0,45.0,33.0,33.0,33.0,28.0,19.0
2711,75.0,53.0,48.0,43.0,31.0,32.0,31.0,29.0,20.0
2712,75.0,54.0,51.0,44.0,30.0,35.0,31.0,29.0,20.0
2713,76.0,53.0,50.0,42.0,31.0,32.0,32.0,29.0,20.0
2714,75.0,53.0,52.0,43.0,32.0,34.0,31.0,32.0,19.0
2715,76.0,54.0,50.0,42.0,33.0,35.0,33.0,29.0,20.0
2716,75.0,54.0,50.0,46.0,32.0,34.0,31.0,29.0,20.0
2717,75.0,53.0,48.0,43.0,32.0,38.0,35.0,28.0,20.0
2718,75.0,53.0,51.0,46.0,35.0,39.0,31.0,28.0,21.0
2719,76.0,54.0,51.0,46.0,37.0,35.0,33.0,28.0,20.0
2720,75.0,54.0,50.0,43.0,38.0,33.0,34.0,27.0,23.0
2721,75.0,54.0,51.0,43.0,40.0,31.0,38.0,27.0,23.0
2722,75.0,54.0,48.0,46.0,39.0,34.0,34.0,26.0,22.0
2723,75.0,53.0,48.0,42.0,36.0,36.0,36.0,27.0,23.0
2724,75.0,54.0,48.0,45.0,36.0,36.0,37.0,27.0,24.0
2725,75.0,53.0,48.0,41.0,37.0,42.0,33.0,27.0,22.0
2726,75.0,53.0,47.0,42.0,35.0,38.0,34.0,27.0,22.0
2727,75.0,53.0,46.0,42.0,36.0,39.0,34.0,24.0,22.0
2728,75.0,54.0,45.0,45.0,35.0,37.0,33.0,23.0,23.0
2729,75.0,54.0,47.0,45.0,38.0,38.0,35.0,23.0,22.0
2730,75.0,54.0,48.0,42.0,39.0,40.0,39.0,25.0,22.0
2731,75.0,54.0,45.0,42.0,36.0,39.0,36.0,26.0,23.0
2732,75.0,54.0,44.0,42.0,36.0,37.0,37.0,27.0,23.0
2733,75.0,53.0,48.0,42.0,35.0,34.0,37.0,27.0,22.0
2734,75.0,53.0,47.0,42.0,38.0,33.0,33.0,26.0,22.0
2735,75.0,54.0,45.0,42.0,36.0,32.0,33.0,26.0,24.0
2736,75.0,54.0,48.0,42.0,35.0,28.0,33.0,28.0,22.0
2737,75.0,54.0,48.0,42.0,34.0,28.0,30.0,28.0,24.0
2738,74.0,54.0,48.0,42.0,36.0,25.0,33.0,27.0,23.0
2739,75.0,54.0,48.0,42.0,35.0,28.0,36.0,29.0,23.0
2740,74.0,54.0,49.0,42.0,37.0,28.0,35.0,29.0,23.0
2741,75.0,54.0,49.0,42.0,36.0,30.0,33.0,29.0,23.0
2742,75.0,54.0,49.0,42.0,34.0,28.0,34.0,28.0,23.0
2743,75.0,54.0,48.0,42.0,32.0,28.0,32.0,32.0,22.0
2744,75.0,54.0,47.0,44.0,34.0,30.0,34.0,28.0,23.0
2745,75.0,54.0,48.0,42.0,34.0,32.0,31.0,28.0,23.0
2746,75.0,54.0,47.0,42.0,34.0,32.0,34.0,29.0,21.0
2747,75.0,54.0,48.0,45.0,35.0,35.0,32.0,29.0,23.0
2748,74.0,54.0,46.0,42.0,35.0,39.0,32.0,29.0,22.0
2749,75.0,54.0,47.0,42.0,34.0,33.0,33.0,29.0,22.0
2750,74.0,54.0,47.0,45.0,37.0,32.0,35.0,28.0,22.0
2751,75.0,54.0,49.0,42.0,36.0,34.0,35.0,27.0,23.0
2752,74.0,54.0,47.0,42.0,38.0,34.0,34.0,26.0,21.0
2753,74.0,54.0,45.0,43.0,34.0,36.0,32.0,26.0,23.0
2754,75.0,54.0,47.0,46.0,35.0,34.0,35.0,26.0,22.0
2755,75.0,54.0,48.0,42.0,35.0,30.0,32.0,27.0,21.0
2756,75.0,54.0,48.0,42.0,35.0,30.0,34.0,33.0,22.0
2757,75.0,54.0,45.0,42.0,35.0,30.0,32.0,29.0,22.0
2758,75.0,54.0,48.0,45.0,34.0,35.0,32.0,30.0,21.0
2759,75.0,54.0,48.0,42.0,34.0,26.0,33.0,30.0,23.0
2760,75.0,54.0,48.0,46.0,34.0,32.0,31.0,29.0,22.0
2761,75.0,54.0,48.0,45.0,33.0,36.0,31.0,29.0,21.0
2762,75.0,54.0,47.0,42.0,34.0,33.0,36.0,29.0,23.0
2763,76.0,54.0,45.0,45.0,34.0,30.0,36.0,28.0,22.0
2764,75.0,53.0,48.0,42.0,38.0,32.0,32.0,29.0,23.0
2765,75.0,54.0,47.0,42.0,34.0,33.0,34.0,29.0,22.0
2766,75.0,53.0,44.0,41.0,34.0,31.0,33.0,28.0,21.0
2767,75.0,54.0,47.0,42.0,34.0,28.0,34.0,28.0,23.0
2768,74.0,54.0,47.0,41.0,34.0,29.0,35.0,29.0,23.0
2769,74.0,54.0,45.0,42.0,37.0,31.0,35.0,29.0,23.0
2770,75.0,54.0,48.0,45.0,34.0,30.0,35.0,32.0,23.0
2771,74.0,54.0,47.0,45.0,34.0,31.0,33.0,28.0,22.0
2772,75.0,54.0,48.0,42.0,34.0,31.0,37.0,28.0,23.0
2773,75.0,54.0,49.0,42.0,35.0,32.0,34.0,28.0,23.0
2774,74.0,54.0,45.0,42.0,34.0,32.0,34.0,28.0,24.0
2775,75.0,54.0,47.0,43.0,34.0,29.0,34.0,28.0,23.0
2776,75.0,54.0,47.0,46.0,33.0,32.0,35.0,30.0,22.0
2777,74.0,54.0,49.0,45.0,33.0,31.0,34.0,28.0,21.0
2778,75.0,54.0,44.0,46.0,33.0,32.0,34.0,30.0,21.0
2779,75.0,54.0,45.0,42.0,33.0,36.0,32.0,28.0,22.0
2780,74.0,54.0,48.0,41.0,33.0,35.0,32.0,29.0,22.0
2781,75.0,53.0,47.0,42.0,32.0,38.0,37.0,29.0,22.0
2782,75.0,55.0,44.0,42.0,32.0,30.0,33.0,29.0,22.0
2783,75.0,54.0,47.0,44.0,32.0,30.0,35.0,27.0,22.0
2784,74.0,53.0,47.0,42.0,32.0,31.0,34.0,28.0,22.0
2785,74.0,54.0,48.0,45.0,34.0,29.0,34.0,29.0,23.0
2786,75.0,54.0,45.0,41.0,37.0,29.0,37.0,29.0,23.0
2787,75.0,54.0,48.0,42.0,34.0,27.0,34.0,30.0,22.0
2788,75.0,54.0,48.0,45.0,32.0,25.0,34.0,29.0,24.0
2789,75.0,54.0,49.0,45.0,34.0,29.0,34.0,28.0,23.0
2790,75.0,54.0,48.0,46.0,37.0,29.0,37.0,29.0,24.0
2791,74.0,54.0,48.0,42.0,37.0,28.0,35.0,28.0,23.0
2792,74.0,54.0,45.0,41.0,33.0,28.0,33.0,29.0,23.0
2793,74.0,54.0,48.0,41.0,33.0,34.0,32.0,28.0,23.0
2794,74.0,54.0,49.0,41.0,34.0,33.0,34.0,28.0,22.0
2795,75.0,54.0,45.0,44.0,34.0,36.0,34.0,28.0,21.0
2796,74.0,54.0,49.0,41.0,34.0,37.0,37.0,28.0,22.0
2797,74.0,54.0,48.0,41.0,37.0,37.0,34.0,26.0,22.0
2798,74.0,54.0,48.0,40.0,34.0,36.0,34.0,25.0,21.0
2799,75.0,54.0,47.0,41.0,37.0,33.0,34.0,25.0,22.0
2800,75.0,54.0,48.0,41.0,35.0,32.0,33.0,25.0,23.0
2801,74.0,54.0,45.0,41.0,33.0,30.0,34.0,26.0,21.0
2802,74.0,54.0,45.0,42.0,37.0,26.0,34.0,22.0,22.0
2803,75.0,54.0,44.0,42.0,33.0,32.0,35.0,22.0,23.0
2804,76.0,54.0,45.0,41.0,34.0,32.0,32.0,24.0,23.0
2805,75.0,54.0,48.0,41.0,38.0,32.0,35.0,26.0,23.0
2806,74.0,54.0,48.0,41.0,34.0,33.0,34.0,26.0,23.0
2807,75.0,54.0,48.0,42.0,34.0,37.0,33.0,30.0,23.0
2808,75.0,54.0,49.0,42.0,34.0,34.0,33.0,28.0,23.0
2809,75.0,54.0,48.0,42.0,38.0,35.0,32.0,28.0,22.0
2810,74.0,54.0,47.0,45.0,36.0,34.0,33.0,28.0,22.0
2811,75.0,54.0,48.0,45.0,30.0,35.0,33.0,28.0,23.0
2812,75.0,54.0,48.0,44.0,32.0,39.0,33.0,31.0,22.0
2813,75.0,55.0,48.0,44.0,35.0,36.0,32.0,27.0,23.0
2814,74.0,54.0,48.0,42.0,35.0,40.0,37.0,27.0,23.0
2815,74.0,54.0,45.0,41.0,25.0,35.0,34.0,27.0,22.0
2816,74.0,54.0,45.0,42.0,38.0,35.0,33.0,26.0,23.0
2817,74.0,54.0,47.0,44.0,38.0,37.0,33.0,26.0,22.0
2818,75.0,54.0,48.0,42.0,38.0,35.0,36.0,26.0,22.0
2819,75.0,53.0,48.0,42.0,30.0,35.0,33.0,26.0,23.0
2820,75.0,54.0,47.0,42.0,38.0,36.0,33.0,26.0,23.0
2821,74.0,54.0,47.0,42.0,32.0,35.0,33.0,26.0,22.0
2822,74.0,54.0,48.0,41.0,35.0,33.0,33.0,25.0,23.0
2823,74.0,54.0,48.0,42.0,38.0,31.0,37.0,26.0,22.0
2824,74.0,54.0,48.0,42.0,33.0,30.0,33.0,26.0,22.0
2825,75.0,54.0,48.0,41.0,41.0,33.0,33.0,26.0,22.0
2826,74.0,54.0,48.0,41.0,39.0,33.0,37.0,25.0,22.0
2827,75.0,54.0,44.0,42.0,39.0,25.0,33.0,25.0,22.0
2828,75.0,54.0,47.0,42.0,35.0,23.0,34.0,25.0,22.0
2829,75.0,54.0,48.0,42.0,30.0,28.0,34.0,26.0,22.0
2830,74.0,54.0,45.0,41.0,35.0,29.0,33.0,25.0,22.0
2831,75.0,54.0,45.0,42.0,34.0,32.0,33.0,26.0,23.0
2832,75.0,54.0,47.0,41.0,34.0,36.0,32.0,25.0,22.0
2833,75.0,54.0,47.0,42.0,34.0,29.0,31.0,25.0,20.0
2834,74.0,54.0,47.0,45.0,36.0,27.0,33.0,26.0,21.0
2835,74.0,54.0,47.0,41.0,35.0,32.0,36.0,27.0,22.0
2836,74.0,54.0,47.0,45.0,36.0,31.0,33.0,26.0,22.0
2837,75.0,55.0,48.0,41.0,39.0,33.0,34.0,26.0,22.0
2838,75.0,54.0,47.0,42.0,38.0,37.0,33.0,26.0,22.0
2839,76.0,54.0,47.0,44.0,37.0,39.0,33.0,26.0,21.0
2840,76.0,53.0,48.0,42.0,37.0,35.0,34.0,26.0,22.0
2841,75.0,54.0,48.0,45.0,40.0,30.0,34.0,25.0,22.0
2842,76.0,54.0,49.0,42.0,36.0,33.0,36.0,25.0,22.0
2843,75.0,55.0,48.0,42.0,38.0,35.0,33.0,25.0,22.0
2844,76.0,54.0,49.0,42.0,37.0,32.0,34.0,25.0,22.0
2845,75.0,54.0,47.0,45.0,37.0,33.0,34.0,24.0,22.0
2846,75.0,54.0,49.0,45.0,35.0,32.0,34.0,24.0,21.0
2847,75.0,53.0,49.0,42.0,38.0,33.0,33.0,25.0,22.0
2848,75.0,54.0,48.0,42.0,35.0,36.0,33.0,24.0,23.0
2849,75.0,54.0,47.0,42.0,34.0,35.0,33.0,24.0,21.0
2850,74.0,54.0,49.0,45.0,35.0,27.0,34.0,24.0,22.0
2851,74.0,54.0,47.0,46.0,36.0,34.0,34.0,25.0,21.0
2852,74.0,54.0,48.0,41.0,37.0,35.0,32.0,25.0,22.0
2853,74.0,54.0,48.0,42.0,37.0,35.0,35.0,25.0,22.0
2854,75.0,54.0,48.0,45.0,39.0,33.0,36.0,25.0,22.0
2855,74.0,54.0,48.0,42.0,35.0,38.0,32.0,24.0,22.0
2856,75.0,54.0,45.0,42.0,36.0,36.0,34.0,24.0,22.0
2857,75.0,53.0,49.0,45.0,40.0,33.0,33.0,25.0,23.0
2858,75.0,54.0,49.0,45.0,37.0,35.0,33.0,24.0,23.0
2859,75.0,54.0,48.0,42.0,37.0,38.0,31.0,25.0,23.0
2860,75.0,54.0,48.0,44.0,35.0,38.0,31.0,24.0,23.0
2861,75.0,54.0,49.0,46.0,37.0,38.0,32.0,24.0,22.0
2862,75.0,54.0,48.0,44.0,37.0,35.0,33.0,25.0,22.0
2863,75.0,54.0,48.0,46.0,36.0,34.0,34.0,26.0,23.0
2864,75.0,54.0,47.0,45.0,37.0,34.0,32.0,26.0,22.0
2865,75.0,54.0,49.0,43.0,37.0,29.0,36.0,26.0,22.0
2866,75.0,53.0,48.0,45.0,38.0,31.0,33.0,26.0,22.0
2867,75.0,53.0,49.0,42.0,38.0,34.0,33.0,26.0,22.0
2868,75.0,54.0,49.0,42.0,38.0,33.0,34.0,27.0,22.0
2869,75.0,54.0,48.0,42.0,37.0,34.0,36.0,25.0,22.0
2870,75.0,54.0,48.0,42.0,37.0,35.0,34.0,26.0,22.0
2871,75.0,54.0,48.0,42.0,36.0,31.0,33.0,26.0,22.0
2872,74.0,54.0,48.0,42.0,35.0,26.0,35.0,26.0,22.0
2873,75.0,54.0,48.0,43.0,35.0,27.0,37.0,25.0,22.0
2874,75.0,54.0,49.0,45.0,36.0,36.0,34.0,26.0,21.0
2875,75.0,54.0,45.0,45.0,36.0,33.0,33.0,27.0,22.0
2876,75.0,54.0,48.0,42.0,34.0,33.0,32.0,26.0,22.0
2877,75.0,53.0,48.0,44.0,38.0,33.0,33.0,26.0,22.0
2878,75.0,54.0,47.0,42.0,35.0,34.0,34.0,26.0,22.0
2879,75.0,54.0,45.0,42.0,34.0,33.0,35.0,27.0,21.0
2880,75.0,54.0,48.0,42.0,34.0,34.0,33.0,27.0,22.0
2881,75.0,54.0,48.0,41.0,34.0,30.0,33.0,27.0,23.0
2882,75.0,54.0,49.0,42.0,36.0,31.0,34.0,27.0,22.0
2883,75.0,54.0,49.0,41.0,34.0,32.0,29.0,27.0,22.0
2884,75.0,54.0,46.0,41.0,34.0,30.0,29.0,27.0,22.0
2885,75.0,54.0,48.0,42.0,32.0,26.0,27.0,27.0,22.0
2886,76.0,54.0,49.0,42.0,33.0,31.0,29.0,28.0,22.0
2887,75.0,54.0,46.0,41.0,31.0,28.0,29.0,28.0,22.0
2888,75.0,53.0,48.0,41.0,37.0,28.0,29.0,28.0,22.0
2889,75.0,54.0,49.0,41.0,33.0,33.0,34.0,28.0,22.0
2890,76.0,54.0,49.0,40.0,34.0,35.0,32.0,26.0,23.0
2891,75.0,54.0,49.0,41.0,34.0,36.0,33.0,27.0,22.0
2892,75.0,54.0,47.0,41.0,33.0,38.0,33.0,27.0,22.0
2893,75.0,54.0,47.0,40.0,35.0,41.0,33.0,28.0,22.0
2894,75.0,54.0,48.0,41.0,38.0,35.0,33.0,29.0,22.0
2895,75.0,54.0,48.0,41.0,34.0,34.0,34.0,28.0,21.0
2896,75.0,54.0,48.0,45.0,38.0,29.0,33.0,27.0,22.0
2897,75.0,54.0,48.0,43.0,35.0,28.0,32.0,29.0,22.0
2898,75.0,54.0,49.0,42.0,35.0,25.0,31.0,28.0,22.0
2899,75.0,54.0,48.0,44.0,35.0,22.0,35.0,29.0,22.0
2900,75.0,54.0,49.0,41.0,36.0,25.0,33.0,28.0,22.0
2901,75.0,54.0,48.0,42.0,35.0,29.0,34.0,27.0,22.0
2902,75.0,54.0,48.0,42.0,34.0,32.0,33.0,26.0,23.0
2903,75.0,54.0,48.0,43.0,39.0,34.0,33.0,27.0,22.0
2904,75.0,54.0,45.0,41.0,35.0,36.0,34.0,28.0,22.0
2905,75.0,55.0,48.0,42.0,33.0,38.0,33.0,28.0,22.0
2906,75.0,54.0,48.0,41.0,36.0,37.0,32.0,27.0,21.0
2907,75.0,53.0,48.0,41.0,34.0,36.0,31.0,27.0,22.0
2908,75.0,54.0,48.0,45.0,39.0,34.0,34.0,27.0,20.0
2909,76.0,54.0,48.0,41.0,36.0,30.0,33.0,28.0,22.0
2910,74.0,54.0,48.0,42.0,36.0,24.0,34.0,27.0,22.0
2911,75.0,54.0,48.0,45.0,35.0,30.0,34.0,28.0,21.0
2912,74.0,53.0,48.0,45.0,36.0,34.0,31.0,28.0,21.0
2913,75.0,54.0,48.0,44.0,37.0,34.0,33.0,28.0,22.0
2914,75.0,54.0,48.0,41.0,36.0,29.0,34.0,29.0,21.0
2915,75.0,54.0,49.0,41.0,36.0,25.0,33.0,28.0,22.0
2916,74.0,54.0,47.0,45.0,35.0,31.0,36.0,29.0,22.0
2917,74.0,54.0,49.0,42.0,33.0,28.0,33.0,29.0,21.0
2918,75.0,54.0,47.0,42.0,37.0,36.0,32.0,28.0,22.0
