,Car1,Car2,Car3,Car4,Car5,Car6,Car7,Car8,Car9
360,76.0,55.0,48.0,42.0,33.0,35.0,23.0,26.0,22.0
361,76.0,49.0,49.0,45.0,32.0,43.0,26.0,24.0,21.0
362,76.0,53.0,49.0,43.0,30.0,34.0,26.0,25.0,19.0
363,75.0,49.0,49.0,42.0,27.0,25.0,27.0,28.0,21.0
364,76.0,53.0,47.0,46.0,29.0,33.0,27.0,23.0,22.0
365,76.0,54.0,47.0,41.0,32.0,32.0,27.0,20.0,24.0
366,78.0,54.0,50.0,42.0,33.0,34.0,28.0,19.0,24.0
367,79.0,52.0,51.0,41.0,32.0,34.0,26.0,20.0,23.0
368,78.0,52.0,51.0,41.0,31.0,32.0,26.0,18.0,22.0
369,79.0,45.0,52.0,42.0,30.0,31.0,26.0,21.0,20.0
370,78.0,49.0,51.0,42.0,32.0,31.0,27.0,20.0,23.0
371,78.0,50.0,49.0,42.0,28.0,34.0,27.0,22.0,22.0
372,78.0,50.0,52.0,45.0,29.0,33.0,29.0,26.0,23.0
373,78.0,50.0,53.0,42.0,32.0,41.0,27.0,20.0,22.0
374,78.0,51.0,51.0,43.0,34.0,35.0,20.0,14.0,22.0
375,78.0,45.0,54.0,45.0,30.0,26.0,16.0,12.0,23.0
376,76.0,50.0,51.0,46.0,34.0,34.0,20.0,28.0,22.0
377,76.0,50.0,51.0,47.0,36.0,31.0,21.0,29.0,23.0
378,77.0,50.0,46.0,43.0,32.0,30.0,16.0,28.0,21.0
379,77.0,53.0,50.0,43.0,34.0,34.0,18.0,24.0,23.0
380,77.0,55.0,53.0,43.0,31.0,34.0,17.0,25.0,21.0
381,77.0,53.0,52.0,43.0,29.0,30.0,15.0,26.0,18.0
382,77.0,54.0,50.0,43.0,33.0,25.0,18.0,29.0,15.0
383,77.0,53.0,51.0,45.0,36.0,33.0,19.0,27.0,21.0
384,77.0,54.0,50.0,46.0,35.0,32.0,22.0,25.0,20.0
385,76.0,54.0,50.0,43.0,29.0,37.0,23.0,27.0,22.0
386,76.0,53.0,52.0,43.0,30.0,37.0,23.0,28.0,22.0
387,76.0,54.0,52.0,46.0,35.0,36.0,24.0,30.0,19.0
388,76.0,53.0,46.0,43.0,32.0,34.0,24.0,28.0,18.0
389,76.0,53.0,49.0,43.0,31.0,34.0,25.0,29.0,19.0
390,76.0,52.0,52.0,46.0,36.0,44.0,25.0,30.0,21.0
391,76.0,52.0,52.0,47.0,33.0,34.0,23.0,33.0,21.0
392,76.0,53.0,49.0,47.0,34.0,30.0,25.0,35.0,21.0
393,76.0,53.0,48.0,44.0,32.0,42.0,23.0,37.0,21.0
394,76.0,53.0,50.0,42.0,30.0,36.0,24.0,33.0,20.0
395,76.0,54.0,50.0,42.0,25.0,31.0,27.0,32.0,21.0
396,77.0,53.0,50.0,41.0,29.0,36.0,27.0,31.0,20.0
397,78.0,53.0,50.0,41.0,32.0,23.0,26.0,30.0,23.0
398,78.0,53.0,51.0,41.0,34.0,35.0,26.0,32.0,22.0
399,78.0,52.0,48.0,41.0,33.0,32.0,25.0,32.0,22.0
400,77.0,52.0,48.0,42.0,34.0,39.0,26.0,32.0,22.0
401,78.0,51.0,49.0,42.0,34.0,33.0,29.0,33.0,21.0
402,78.0,52.0,48.0,44.0,35.0,34.0,28.0,32.0,23.0
403,78.0,52.0,48.0,44.0,39.0,37.0,26.0,30.0,21.0
404,78.0,52.0,47.0,43.0,38.0,32.0,26.0,26.0,21.0
405,78.0,52.0,48.0,47.0,38.0,33.0,24.0,33.0,18.0
406,75.0,52.0,48.0,43.0,38.0,30.0,24.0,32.0,18.0
407,75.0,51.0,48.0,43.0,38.0,36.0,24.0,27.0,19.0
408,75.0,52.0,45.0,43.0,37.0,32.0,26.0,23.0,20.0
409,75.0,50.0,49.0,46.0,37.0,39.0,24.0,24.0,20.0
410,74.0,50.0,48.0,43.0,36.0,37.0,22.0,26.0,21.0
411,74.0,50.0,49.0,43.0,39.0,28.0,25.0,28.0,21.0
412,75.0,49.0,48.0,47.0,35.0,35.0,25.0,25.0,19.0
413,75.0,49.0,49.0,46.0,33.0,35.0,23.0,23.0,18.0
414,75.0,49.0,46.0,43.0,31.0,36.0,22.0,20.0,20.0
415,75.0,50.0,46.0,46.0,32.0,31.0,21.0,25.0,20.0
416,75.0,50.0,50.0,43.0,32.0,42.0,23.0,26.0,19.0
417,76.0,50.0,50.0,42.0,32.0,37.0,21.0,29.0,21.0
418,75.0,49.0,51.0,46.0,31.0,32.0,23.0,25.0,21.0
419,76.0,50.0,52.0,46.0,32.0,32.0,23.0,28.0,20.0
420,75.0,50.0,52.0,43.0,32.0,31.0,26.0,29.0,21.0
421,76.0,49.0,51.0,47.0,33.0,31.0,22.0,25.0,21.0
422,76.0,50.0,50.0,43.0,32.0,34.0,21.0,22.0,20.0
423,75.0,50.0,50.0,43.0,34.0,38.0,23.0,28.0,19.0
424,75.0,50.0,50.0,42.0,35.0,31.0,26.0,29.0,20.0
425,76.0,49.0,49.0,45.0,36.0,35.0,27.0,32.0,22.0
426,76.0,49.0,50.0,45.0,36.0,35.0,28.0,30.0,22.0
427,76.0,50.0,47.0,42.0,36.0,28.0,26.0,29.0,22.0
428,76.0,49.0,50.0,42.0,36.0,30.0,28.0,30.0,23.0
429,77.0,53.0,50.0,42.0,37.0,31.0,24.0,27.0,23.0
430,77.0,53.0,48.0,42.0,35.0,35.0,24.0,27.0,23.0
431,77.0,54.0,49.0,43.0,35.0,35.0,25.0,26.0,23.0
432,76.0,53.0,47.0,45.0,36.0,33.0,27.0,25.0,23.0
433,77.0,53.0,49.0,42.0,36.0,30.0,27.0,27.0,22.0
434,76.0,54.0,52.0,43.0,36.0,33.0,26.0,33.0,23.0
435,76.0,52.0,50.0,46.0,36.0,34.0,27.0,22.0,22.0
436,75.0,53.0,49.0,46.0,35.0,31.0,26.0,27.0,21.0
437,75.0,53.0,49.0,43.0,35.0,34.0,26.0,28.0,20.0
438,74.0,54.0,50.0,46.0,36.0,23.0,27.0,31.0,17.0
439,75.0,53.0,50.0,43.0,35.0,33.0,28.0,35.0,20.0
440,75.0,53.0,49.0,46.0,36.0,30.0,29.0,30.0,23.0
441,74.0,53.0,49.0,43.0,37.0,38.0,29.0,29.0,22.0
442,75.0,53.0,47.0,46.0,37.0,33.0,28.0,26.0,22.0
443,75.0,53.0,48.0,46.0,37.0,34.0,28.0,30.0,22.0
444,75.0,54.0,47.0,45.0,38.0,33.0,29.0,29.0,20.0
445,75.0,52.0,45.0,44.0,38.0,34.0,29.0,28.0,21.0
446,78.0,53.0,47.0,45.0,38.0,30.0,27.0,30.0,19.0
447,78.0,53.0,45.0,44.0,41.0,24.0,24.0,32.0,19.0
448,78.0,52.0,45.0,42.0,37.0,30.0,28.0,30.0,18.0
449,78.0,50.0,46.0,45.0,41.0,31.0,25.0,34.0,15.0
450,77.0,49.0,48.0,45.0,38.0,31.0,23.0,32.0,19.0
451,77.0,49.0,48.0,44.0,38.0,26.0,24.0,31.0,19.0
452,78.0,49.0,51.0,42.0,38.0,25.0,23.0,32.0,18.0
453,78.0,50.0,51.0,44.0,38.0,32.0,20.0,33.0,19.0
454,78.0,50.0,50.0,42.0,38.0,30.0,23.0,32.0,20.0
455,78.0,51.0,46.0,42.0,39.0,34.0,20.0,29.0,21.0
456,77.0,50.0,50.0,43.0,41.0,27.0,25.0,30.0,23.0
457,78.0,50.0,50.0,45.0,38.0,29.0,25.0,24.0,22.0
458,78.0,50.0,49.0,42.0,38.0,31.0,25.0,26.0,23.0
459,78.0,53.0,50.0,42.0,38.0,32.0,27.0,24.0,23.0
460,77.0,54.0,49.0,45.0,37.0,28.0,27.0,22.0,22.0
461,78.0,54.0,49.0,46.0,37.0,32.0,25.0,27.0,20.0
462,78.0,54.0,52.0,46.0,37.0,36.0,23.0,23.0,21.0
463,78.0,53.0,50.0,46.0,37.0,33.0,26.0,23.0,19.0
464,77.0,54.0,51.0,45.0,37.0,29.0,25.0,23.0,19.0
465,78.0,53.0,48.0,45.0,37.0,30.0,23.0,21.0,21.0
466,75.0,53.0,51.0,45.0,40.0,28.0,24.0,27.0,22.0
467,76.0,53.0,51.0,42.0,37.0,32.0,22.0,28.0,23.0
468,75.0,54.0,53.0,46.0,37.0,32.0,24.0,28.0,21.0
469,76.0,53.0,53.0,46.0,37.0,31.0,14.0,29.0,21.0
470,75.0,54.0,52.0,42.0,38.0,30.0,24.0,28.0,20.0
471,76.0,54.0,53.0,46.0,38.0,30.0,29.0,30.0,20.0
472,75.0,53.0,52.0,44.0,38.0,27.0,32.0,26.0,14.0
473,76.0,53.0,48.0,42.0,36.0,33.0,28.0,27.0,20.0
474,75.0,54.0,51.0,44.0,35.0,29.0,23.0,26.0,23.0
475,76.0,54.0,51.0,42.0,35.0,28.0,27.0,26.0,21.0
476,78.0,53.0,51.0,42.0,36.0,28.0,25.0,26.0,23.0
477,78.0,55.0,48.0,45.0,35.0,30.0,14.0,25.0,23.0
478,78.0,53.0,51.0,42.0,36.0,31.0,24.0,26.0,21.0
479,78.0,54.0,48.0,45.0,36.0,30.0,25.0,26.0,22.0
480,78.0,53.0,51.0,45.0,36.0,29.0,16.0,26.0,21.0
481,78.0,52.0,51.0,46.0,36.0,30.0,18.0,26.0,22.0
482,78.0,54.0,49.0,45.0,36.0,31.0,23.0,27.0,20.0
483,78.0,53.0,48.0,45.0,37.0,29.0,22.0,23.0,20.0
484,78.0,53.0,51.0,41.0,38.0,28.0,22.0,25.0,20.0
485,78.0,54.0,51.0,44.0,34.0,30.0,20.0,23.0,21.0
486,77.0,55.0,52.0,41.0,35.0,28.0,18.0,24.0,20.0
487,77.0,53.0,48.0,41.0,35.0,32.0,24.0,23.0,21.0
488,77.0,53.0,50.0,40.0,35.0,31.0,15.0,21.0,21.0
489,76.0,53.0,51.0,44.0,34.0,30.0,15.0,21.0,21.0
490,76.0,53.0,52.0,40.0,34.0,32.0,24.0,19.0,21.0
491,76.0,54.0,52.0,40.0,37.0,32.0,27.0,22.0,20.0
492,76.0,54.0,52.0,40.0,34.0,30.0,23.0,24.0,20.0
493,76.0,53.0,52.0,44.0,37.0,34.0,16.0,23.0,21.0
494,76.0,52.0,52.0,40.0,35.0,31.0,24.0,23.0,19.0
495,77.0,53.0,51.0,40.0,39.0,31.0,24.0,23.0,20.0
496,77.0,53.0,50.0,41.0,35.0,32.0,22.0,22.0,20.0
497,76.0,52.0,47.0,43.0,35.0,31.0,14.0,23.0,20.0
498,77.0,53.0,50.0,41.0,33.0,29.0,14.0,24.0,18.0
499,76.0,53.0,50.0,41.0,35.0,33.0,27.0,24.0,19.0
500,76.0,54.0,52.0,41.0,35.0,34.0,21.0,24.0,21.0
501,76.0,53.0,52.0,40.0,35.0,34.0,22.0,25.0,22.0
502,77.0,55.0,50.0,40.0,35.0,31.0,19.0,24.0,21.0
503,76.0,54.0,49.0,41.0,39.0,29.0,13.0,24.0,21.0
504,76.0,53.0,47.0,47.0,39.0,33.0,12.0,24.0,20.0
505,76.0,54.0,51.0,43.0,39.0,34.0,19.0,24.0,20.0
506,76.0,52.0,50.0,46.0,42.0,32.0,25.0,24.0,21.0
507,76.0,52.0,51.0,46.0,39.0,31.0,27.0,24.0,21.0
508,77.0,53.0,52.0,43.0,38.0,33.0,22.0,23.0,22.0
509,76.0,49.0,51.0,47.0,38.0,31.0,21.0,21.0,21.0
510,76.0,49.0,52.0,45.0,38.0,32.0,21.0,22.0,21.0
511,76.0,50.0,50.0,46.0,39.0,32.0,25.0,24.0,21.0
512,76.0,50.0,50.0,43.0,39.0,32.0,24.0,24.0,19.0
513,76.0,50.0,48.0,43.0,36.0,33.0,23.0,24.0,20.0
514,76.0,48.0,49.0,45.0,36.0,33.0,21.0,23.0,20.0
515,76.0,50.0,46.0,42.0,36.0,33.0,16.0,23.0,19.0
516,77.0,49.0,49.0,46.0,36.0,30.0,26.0,23.0,19.0
517,76.0,49.0,48.0,42.0,37.0,30.0,31.0,28.0,19.0
518,77.0,49.0,47.0,42.0,36.0,29.0,29.0,27.0,20.0
519,77.0,52.0,50.0,43.0,36.0,31.0,29.0,26.0,19.0
520,76.0,53.0,45.0,43.0,37.0,30.0,29.0,25.0,17.0
521,76.0,53.0,48.0,42.0,37.0,29.0,30.0,26.0,19.0
522,76.0,52.0,50.0,42.0,36.0,30.0,28.0,27.0,22.0
523,76.0,52.0,50.0,42.0,38.0,31.0,25.0,28.0,22.0
524,77.0,52.0,46.0,43.0,39.0,29.0,29.0,27.0,22.0
525,76.0,52.0,49.0,46.0,39.0,28.0,27.0,27.0,22.0
526,77.0,53.0,51.0,43.0,38.0,30.0,18.0,28.0,20.0
527,78.0,53.0,48.0,43.0,38.0,29.0,25.0,25.0,21.0
528,77.0,52.0,52.0,43.0,41.0,28.0,21.0,25.0,22.0
529,78.0,52.0,49.0,42.0,38.0,30.0,16.0,24.0,22.0
530,77.0,53.0,48.0,43.0,39.0,28.0,21.0,24.0,20.0
531,77.0,52.0,46.0,43.0,39.0,29.0,21.0,24.0,18.0
532,78.0,52.0,48.0,43.0,39.0,29.0,21.0,23.0,22.0
533,77.0,52.0,47.0,43.0,40.0,31.0,22.0,24.0,19.0
534,77.0,53.0,48.0,44.0,38.0,31.0,23.0,23.0,18.0
535,77.0,52.0,49.0,47.0,39.0,30.0,24.0,23.0,22.0
536,75.0,52.0,49.0,46.0,38.0,28.0,22.0,24.0,21.0
537,74.0,52.0,50.0,44.0,39.0,34.0,22.0,24.0,23.0
538,74.0,52.0,45.0,46.0,38.0,31.0,23.0,24.0,21.0
539,75.0,51.0,45.0,46.0,38.0,31.0,24.0,24.0,20.0
540,75.0,51.0,49.0,43.0,39.0,29.0,26.0,24.0,21.0
541,75.0,51.0,49.0,44.0,39.0,32.0,25.0,24.0,21.0
542,75.0,52.0,49.0,44.0,39.0,30.0,24.0,25.0,20.0
543,74.0,52.0,49.0,43.0,39.0,33.0,22.0,23.0,20.0
544,75.0,51.0,47.0,43.0,40.0,33.0,24.0,24.0,20.0
545,74.0,52.0,48.0,46.0,37.0,32.0,26.0,27.0,20.0
546,77.0,52.0,49.0,44.0,38.0,34.0,24.0,28.0,19.0
547,76.0,51.0,47.0,46.0,37.0,30.0,26.0,30.0,20.0
548,76.0,52.0,48.0,44.0,37.0,28.0,25.0,27.0,19.0
549,76.0,49.0,49.0,43.0,37.0,27.0,24.0,25.0,19.0
550,77.0,49.0,49.0,43.0,36.0,30.0,24.0,26.0,19.0
551,77.0,49.0,49.0,47.0,35.0,29.0,25.0,24.0,21.0
552,77.0,49.0,52.0,43.0,36.0,31.0,28.0,25.0,20.0
553,77.0,50.0,51.0,44.0,39.0,30.0,25.0,24.0,21.0
554,76.0,49.0,52.0,43.0,39.0,30.0,26.0,24.0,22.0
555,77.0,49.0,52.0,44.0,36.0,29.0,24.0,24.0,20.0
556,77.0,49.0,49.0,46.0,37.0,29.0,26.0,24.0,22.0
557,77.0,49.0,52.0,43.0,35.0,28.0,26.0,25.0,21.0
558,77.0,49.0,52.0,43.0,35.0,28.0,26.0,22.0,20.0
559,77.0,50.0,51.0,42.0,35.0,30.0,25.0,24.0,22.0
560,77.0,50.0,51.0,45.0,34.0,31.0,24.0,26.0,22.0
561,77.0,50.0,51.0,46.0,35.0,34.0,26.0,26.0,21.0
562,77.0,51.0,50.0,46.0,34.0,29.0,24.0,27.0,21.0
563,77.0,50.0,49.0,46.0,37.0,28.0,25.0,26.0,20.0
564,78.0,50.0,46.0,46.0,37.0,29.0,24.0,24.0,20.0
565,77.0,50.0,49.0,46.0,38.0,30.0,23.0,24.0,20.0
566,78.0,50.0,51.0,44.0,37.0,27.0,24.0,22.0,20.0
567,78.0,50.0,52.0,44.0,37.0,31.0,25.0,25.0,20.0
568,78.0,51.0,50.0,46.0,38.0,32.0,25.0,26.0,20.0
569,78.0,50.0,51.0,44.0,37.0,33.0,26.0,27.0,22.0
570,78.0,51.0,50.0,44.0,36.0,35.0,27.0,27.0,22.0
571,78.0,50.0,50.0,46.0,38.0,36.0,25.0,29.0,21.0
572,79.0,50.0,49.0,46.0,37.0,34.0,26.0,29.0,21.0
573,79.0,50.0,51.0,44.0,36.0,31.0,27.0,29.0,21.0
574,78.0,50.0,51.0,44.0,37.0,30.0,24.0,26.0,20.0
575,78.0,50.0,48.0,44.0,41.0,30.0,21.0,27.0,18.0
576,78.0,50.0,48.0,44.0,38.0,32.0,25.0,26.0,14.0
577,78.0,50.0,52.0,44.0,40.0,30.0,28.0,24.0,17.0
578,78.0,50.0,53.0,45.0,36.0,31.0,31.0,25.0,21.0
579,79.0,54.0,52.0,47.0,37.0,29.0,27.0,23.0,21.0
580,78.0,54.0,49.0,47.0,38.0,30.0,20.0,25.0,23.0
581,78.0,54.0,51.0,44.0,36.0,30.0,24.0,22.0,22.0
582,78.0,53.0,49.0,45.0,39.0,31.0,21.0,23.0,22.0
583,78.0,54.0,50.0,48.0,36.0,30.0,20.0,24.0,22.0
584,77.0,54.0,52.0,44.0,38.0,29.0,16.0,25.0,22.0
585,77.0,54.0,52.0,45.0,36.0,31.0,20.0,26.0,23.0
586,77.0,54.0,52.0,45.0,37.0,31.0,23.0,25.0,22.0
587,76.0,53.0,54.0,41.0,38.0,29.0,24.0,26.0,20.0
588,77.0,53.0,52.0,44.0,36.0,29.0,23.0,27.0,17.0
589,77.0,53.0,51.0,42.0,37.0,28.0,25.0,27.0,20.0
590,77.0,52.0,48.0,44.0,38.0,31.0,23.0,26.0,25.0
591,77.0,50.0,52.0,41.0,41.0,30.0,26.0,26.0,24.0
592,77.0,52.0,51.0,41.0,37.0,31.0,22.0,22.0,23.0
593,77.0,53.0,51.0,42.0,37.0,31.0,25.0,26.0,23.0
594,77.0,53.0,50.0,45.0,41.0,31.0,25.0,25.0,23.0
595,77.0,53.0,47.0,48.0,39.0,32.0,25.0,26.0,23.0
596,76.0,53.0,50.0,48.0,39.0,32.0,23.0,25.0,20.0
597,76.0,53.0,47.0,47.0,37.0,30.0,22.0,26.0,21.0
598,76.0,54.0,50.0,47.0,38.0,29.0,18.0,27.0,22.0
599,75.0,53.0,50.0,48.0,37.0,29.0,23.0,25.0,22.0
600,76.0,53.0,50.0,45.0,40.0,30.0,23.0,25.0,20.0
601,76.0,52.0,50.0,45.0,37.0,31.0,19.0,27.0,14.0
602,74.0,53.0,51.0,44.0,39.0,29.0,17.0,25.0,19.0
603,77.0,53.0,51.0,48.0,35.0,27.0,21.0,26.0,19.0
604,75.0,52.0,50.0,46.0,35.0,29.0,17.0,24.0,21.0
605,75.0,52.0,50.0,46.0,38.0,29.0,24.0,23.0,21.0
606,76.0,52.0,51.0,43.0,36.0,29.0,30.0,25.0,19.0
607,78.0,52.0,51.0,46.0,34.0,33.0,27.0,23.0,19.0
608,78.0,53.0,52.0,43.0,34.0,32.0,26.0,25.0,21.0
609,78.0,53.0,52.0,45.0,38.0,30.0,27.0,24.0,21.0
610,77.0,53.0,52.0,43.0,35.0,29.0,28.0,24.0,21.0
611,76.0,53.0,51.0,47.0,36.0,31.0,27.0,23.0,21.0
612,77.0,54.0,50.0,43.0,35.0,32.0,29.0,25.0,23.0
613,76.0,54.0,52.0,46.0,37.0,29.0,27.0,23.0,24.0
614,76.0,54.0,51.0,45.0,39.0,29.0,25.0,23.0,25.0
615,77.0,53.0,50.0,48.0,39.0,30.0,17.0,23.0,25.0
616,74.0,53.0,46.0,45.0,38.0,31.0,21.0,24.0,25.0
617,74.0,53.0,48.0,45.0,38.0,33.0,15.0,23.0,24.0
618,73.0,53.0,48.0,45.0,38.0,34.0,21.0,24.0,25.0
619,74.0,52.0,48.0,44.0,37.0,33.0,22.0,23.0,24.0
620,74.0,54.0,45.0,47.0,36.0,31.0,22.0,23.0,21.0
621,74.0,53.0,45.0,48.0,38.0,33.0,21.0,24.0,20.0
622,74.0,54.0,48.0,44.0,35.0,34.0,21.0,22.0,19.0
623,75.0,53.0,48.0,44.0,37.0,35.0,23.0,21.0,18.0
624,74.0,54.0,48.0,46.0,33.0,33.0,20.0,21.0,21.0
625,74.0,52.0,49.0,43.0,33.0,31.0,20.0,22.0,21.0
626,77.0,53.0,45.0,43.0,34.0,32.0,23.0,15.0,21.0
627,76.0,53.0,46.0,43.0,33.0,31.0,21.0,19.0,21.0
628,76.0,53.0,45.0,46.0,33.0,32.0,20.0,19.0,22.0
629,76.0,54.0,46.0,46.0,33.0,35.0,23.0,22.0,22.0
630,76.0,54.0,49.0,42.0,34.0,32.0,22.0,19.0,21.0
631,76.0,54.0,48.0,42.0,35.0,33.0,19.0,22.0,21.0
632,77.0,54.0,49.0,45.0,33.0,30.0,22.0,21.0,20.0
633,76.0,54.0,46.0,44.0,30.0,31.0,23.0,19.0,21.0
634,77.0,54.0,48.0,42.0,27.0,30.0,22.0,22.0,22.0
635,76.0,53.0,48.0,44.0,30.0,32.0,23.0,21.0,22.0
636,77.0,53.0,48.0,44.0,33.0,33.0,21.0,20.0,21.0
637,77.0,53.0,47.0,42.0,33.0,33.0,22.0,21.0,21.0
638,77.0,53.0,47.0,42.0,31.0,34.0,22.0,21.0,22.0
639,77.0,53.0,51.0,45.0,35.0,33.0,21.0,21.0,22.0
640,77.0,53.0,50.0,45.0,35.0,32.0,22.0,21.0,21.0
641,75.0,53.0,50.0,42.0,30.0,32.0,23.0,22.0,24.0
642,76.0,52.0,47.0,45.0,31.0,30.0,21.0,23.0,22.0
643,75.0,53.0,51.0,41.0,32.0,31.0,24.0,24.0,24.0
644,76.0,52.0,47.0,42.0,27.0,34.0,23.0,23.0,24.0
645,76.0,53.0,50.0,42.0,33.0,34.0,22.0,24.0,22.0
646,77.0,53.0,52.0,45.0,36.0,31.0,19.0,23.0,21.0
647,77.0,53.0,51.0,45.0,36.0,30.0,22.0,21.0,20.0
648,76.0,53.0,51.0,45.0,27.0,32.0,22.0,22.0,25.0
649,77.0,53.0,51.0,42.0,32.0,32.0,24.0,21.0,24.0
650,77.0,53.0,49.0,42.0,31.0,34.0,23.0,21.0,23.0
651,77.0,53.0,46.0,42.0,29.0,31.0,22.0,19.0,22.0
652,77.0,53.0,50.0,42.0,28.0,29.0,22.0,23.0,21.0
653,77.0,53.0,51.0,45.0,33.0,30.0,25.0,22.0,21.0
654,77.0,53.0,50.0,45.0,31.0,30.0,23.0,21.0,21.0
655,77.0,53.0,49.0,45.0,32.0,30.0,23.0,22.0,23.0
656,77.0,53.0,47.0,45.0,35.0,30.0,22.0,21.0,24.0
657,77.0,53.0,51.0,45.0,35.0,33.0,20.0,23.0,24.0
658,77.0,54.0,52.0,42.0,34.0,33.0,24.0,23.0,24.0
659,77.0,53.0,50.0,45.0,34.0,31.0,26.0,23.0,24.0
660,77.0,54.0,47.0,44.0,30.0,33.0,22.0,22.0,23.0
661,77.0,53.0,46.0,42.0,32.0,32.0,22.0,22.0,22.0
662,77.0,53.0,46.0,45.0,30.0,33.0,23.0,25.0,23.0
663,76.0,53.0,43.0,44.0,29.0,31.0,23.0,23.0,22.0
664,76.0,53.0,49.0,45.0,33.0,32.0,24.0,24.0,21.0
665,77.0,53.0,49.0,42.0,31.0,32.0,23.0,23.0,21.0
666,76.0,53.0,51.0,45.0,32.0,34.0,21.0,22.0,22.0
667,78.0,53.0,51.0,45.0,30.0,33.0,25.0,23.0,21.0
668,76.0,53.0,48.0,42.0,30.0,33.0,22.0,23.0,21.0
669,76.0,54.0,48.0,43.0,33.0,34.0,23.0,23.0,18.0
670,77.0,53.0,50.0,42.0,33.0,35.0,25.0,22.0,18.0
671,76.0,53.0,46.0,45.0,34.0,32.0,25.0,21.0,20.0
672,76.0,53.0,49.0,41.0,35.0,32.0,27.0,23.0,21.0
673,76.0,54.0,48.0,42.0,35.0,33.0,23.0,25.0,20.0
674,77.0,53.0,50.0,45.0,38.0,31.0,23.0,24.0,20.0
675,78.0,53.0,44.0,45.0,28.0,30.0,23.0,24.0,19.0
676,77.0,54.0,52.0,42.0,29.0,31.0,23.0,23.0,20.0
677,77.0,53.0,50.0,44.0,33.0,30.0,22.0,26.0,23.0
678,76.0,54.0,51.0,41.0,34.0,32.0,21.0,26.0,22.0
679,76.0,53.0,47.0,42.0,35.0,31.0,21.0,27.0,21.0
680,76.0,54.0,51.0,42.0,33.0,33.0,23.0,28.0,24.0
681,76.0,53.0,53.0,44.0,32.0,34.0,21.0,27.0,22.0
682,75.0,53.0,51.0,45.0,32.0,34.0,21.0,28.0,21.0
683,75.0,53.0,48.0,41.0,30.0,33.0,21.0,27.0,22.0
684,76.0,53.0,51.0,42.0,33.0,36.0,22.0,26.0,22.0
685,76.0,53.0,51.0,42.0,35.0,35.0,22.0,26.0,23.0
686,76.0,52.0,49.0,45.0,25.0,33.0,22.0,26.0,23.0
687,76.0,52.0,48.0,42.0,28.0,33.0,20.0,26.0,21.0
688,75.0,53.0,49.0,41.0,34.0,33.0,20.0,27.0,22.0
689,76.0,52.0,52.0,41.0,33.0,35.0,20.0,28.0,23.0
690,76.0,53.0,53.0,42.0,33.0,34.0,20.0,28.0,23.0
691,75.0,53.0,53.0,42.0,35.0,33.0,20.0,28.0,24.0
692,76.0,53.0,53.0,42.0,31.0,32.0,22.0,28.0,24.0
693,76.0,53.0,52.0,42.0,29.0,32.0,22.0,27.0,24.0
694,76.0,52.0,51.0,47.0,29.0,34.0,24.0,27.0,23.0
695,76.0,52.0,49.0,41.0,29.0,34.0,24.0,28.0,21.0
696,77.0,53.0,42.0,43.0,31.0,33.0,25.0,27.0,22.0
697,76.0,53.0,45.0,44.0,32.0,34.0,24.0,27.0,23.0
698,76.0,53.0,51.0,42.0,30.0,33.0,25.0,27.0,22.0
699,76.0,53.0,52.0,46.0,29.0,32.0,22.0,26.0,20.0
700,76.0,53.0,51.0,43.0,32.0,30.0,24.0,25.0,19.0
701,77.0,53.0,46.0,44.0,33.0,30.0,22.0,24.0,22.0
702,76.0,53.0,50.0,41.0,31.0,32.0,23.0,26.0,22.0
703,76.0,53.0,48.0,41.0,30.0,32.0,20.0,27.0,22.0
704,77.0,54.0,51.0,45.0,32.0,33.0,23.0,26.0,22.0
705,76.0,54.0,52.0,40.0,31.0,31.0,24.0,25.0,22.0
706,76.0,53.0,50.0,45.0,30.0,34.0,23.0,27.0,22.0
707,76.0,54.0,50.0,41.0,29.0,33.0,23.0,27.0,20.0
708,76.0,53.0,50.0,41.0,30.0,32.0,24.0,28.0,20.0
709,76.0,54.0,51.0,47.0,32.0,34.0,25.0,27.0,20.0
710,76.0,54.0,50.0,42.0,33.0,34.0,23.0,26.0,18.0
711,75.0,54.0,50.0,42.0,34.0,33.0,22.0,26.0,22.0
712,75.0,54.0,46.0,42.0,35.0,34.0,23.0,25.0,22.0
713,76.0,53.0,50.0,47.0,36.0,34.0,23.0,25.0,19.0
714,76.0,53.0,49.0,46.0,34.0,34.0,21.0,25.0,17.0
715,76.0,54.0,51.0,45.0,33.0,34.0,24.0,26.0,18.0
716,76.0,53.0,51.0,45.0,33.0,32.0,21.0,27.0,21.0
717,77.0,53.0,50.0,40.0,33.0,32.0,19.0,25.0,22.0
718,77.0,53.0,50.0,45.0,31.0,31.0,19.0,27.0,20.0
719,76.0,54.0,51.0,40.0,31.0,33.0,23.0,26.0,21.0
720,76.0,53.0,52.0,41.0,33.0,29.0,22.0,26.0,20.0
721,77.0,53.0,51.0,39.0,32.0,32.0,22.0,26.0,19.0
722,76.0,53.0,51.0,45.0,32.0,37.0,22.0,25.0,20.0
723,76.0,53.0,51.0,40.0,32.0,34.0,21.0,25.0,19.0
724,76.0,53.0,49.0,42.0,32.0,33.0,23.0,25.0,20.0
725,76.0,53.0,50.0,41.0,32.0,33.0,23.0,25.0,20.0
726,76.0,53.0,51.0,42.0,32.0,35.0,23.0,25.0,20.0
